artistid,avg_comp-score
302,-0.099711111
303,-0.9984
304,0.570714
306,-0.5937
307,-0.296
308,-0.9985
309,0.52494
310,-0.171314035
311,0.093784
312,0.432673077
313,-0.3497125
314,-0.50726
315,-0.09257931
316,-0.137772727
317,-0.8519
318,-0.7632
320,0.9256
321,-0.9184
322,0.78185
323,0.654083333
324,0.4939
325,0.530336364
326,0.861671429
327,0.969
328,-0.636
329,-0.9474
330,0.83545
331,-0.8316
332,-0.5267
333,0.9758
334,-0.96605
335,0.248732143
336,-0.823618182
337,0.0464
338,-0.75605
339,-0.97675
340,-0.9794
341,0.57954375
342,-0.9661
343,-0.617157143
345,-0.25
346,0.06595
347,0.9875
348,0.6908
349,0.9873
350,0.9262
351,0.9902
352,-0.9876
353,-0.6374
354,0.1164
355,0.014527273
356,0.488166667
357,0.793871795
358,0.7116
359,-0.155983333
360,-0.041116667
361,-0.2551
362,-0.542296
363,0.31162
364,0.93072
365,-0.9892
366,0.348875
367,0.765
368,-0.9897
369,0.91775
370,-0.126853968
371,-0.5433
372,0.547883333
373,0.055966667
374,0.44875
375,0.470334091
376,-0.5994
377,-0.617
378,-0.090736364
379,-0.6239
380,-0.1973
381,0.429971895
382,0.566255556
383,0.39618
384,0.9926
385,0.266735
386,-0.9663
388,0.8809
389,-0.855
390,-0.6966
391,-0.8648
392,-0.9319
393,-0.9508
394,0.347328571
395,0.24431
396,-0.5994
397,0.316227273
398,-0.22551
399,0.3199
400,0.372536364
401,0.9774
403,0.505057143
404,-0.9756
405,-0.3825
406,0.265391667
407,0.299541509
408,0.681547059
409,-0.256466667
410,-0.4912
411,-0.249356818
412,-0.42785
413,0.0003
415,-0.092075
416,0.232934545
417,0.8209
418,0.299366667
420,0.184708333
421,0.072685714
422,0.539325
423,0.73055
425,0.018366667
426,0.018366667
427,-0.256712121
428,0.316685714
429,-0.3596
430,0.9828
431,-0.201371429
432,0.49870625
433,0.168998305
434,-0.9566
435,0.368939474
436,0.68187
437,0.7263
438,0.5267
439,-0.9246
440,-0.992
441,0.740675
442,-0.20378
443,0.6908
444,-0.3474
445,-0.10861
446,-0.248695556
447,0.9926
448,0.279057895
449,-0.3289875
450,0.020926087
451,0.211458621
452,-0.06585
453,0.581948276
454,0.8307
455,0.2456
456,-0.7906
457,-0.79965
459,0.127092857
460,-0.479474286
461,0.144
462,-0.331566667
463,-0.2406
464,0.9371
465,-0.188556522
466,0.418809091
467,0.974075
468,0.571221739
469,-0.34
470,0.9105
471,0.179875
472,0.247372581
473,0.9668
474,0.9359
475,0.458566667
476,0.3036
477,-0.6486
478,0.7096
479,-0.8713
480,0.936
481,-0.8858
482,-0.364755556
483,-0.8659
484,0.364297872
485,0.204536842
488,0.78875
489,0.34622
490,0.48055
491,-0.1109
492,0.449975
493,0.031208511
494,-0.331363333
495,0.7964
496,-0.659814286
497,0.043110417
498,-0.51425
499,0.235957143
500,-0.296
501,0.465291667
502,-0.511011111
503,0.7827
504,-0.7833
505,0.9313
506,-0.07017619
507,-0.436364865
508,-0.54487
509,-0.69738
510,0.223853571
511,0.754425
512,0.537184211
513,-0.5994
514,-0.538166667
515,-0.0941
516,0.070272727
517,0.9734
518,0.79984
519,-0.8271
520,0.90215
521,-0.9684
522,0.449097143
523,0.056888889
524,-0.328537931
525,-0.8392
526,-0.1786125
527,0.00096875
528,0.8160875
529,0.609537255
530,0.002923077
531,-0.5272
532,0.104855556
533,0.9686
534,0.9738
535,0.102188889
536,-0.5994
537,0.6486
538,0.9478625
539,-0.9184
541,0.5719
542,-0.7783
543,0.8405
544,0.346522222
545,0.8225
546,0.4767
547,-0.7243
548,-0.6597
549,-0.111872727
550,-0.9611
551,-0.534036842
552,0.9974
553,0.351
554,0.7902125
555,0.554405556
556,0.9723
558,-0.057561538
559,-0.23228
560,0.9515
561,-0.6808
562,0.727966667
563,0.17311875
564,-0.1766
565,-0.8074
566,0.9023
567,-0.229536364
568,0.4871
569,-0.982266667
570,0.65415
571,0.229183333
572,0.8743
573,0.274208
574,0.9794
575,0.9083
576,0.7828
577,0.5318
578,0.539340741
579,0.00385
580,-0.8658
581,0.907275
582,0.9642
583,-0.769
584,0.9903
585,0.9299
586,0.8779
587,0.990533333
588,0.483081818
589,0.620510714
590,-0.155025
591,0.88
592,-0.9552
593,0.108872727
594,0.3612
595,-0.036
596,0.577033333
597,0.743823256
598,-0.4567
599,-0.7888
600,0.9856
601,-0.744133333
602,-0.1771
603,-0.2235
604,0.66825
605,0.525872727
606,0.5197
607,0.9707
608,-0.806966667
609,0.699216667
610,-0.7418
612,-0.0023
613,0.294262857
614,0.749233333
615,0.347786792
616,0.78182
617,-0.29005
618,-0.114634363
619,0.4724
620,0.9201
621,-0.9509
622,-0.855
623,-0.82665
624,0.63285
625,0.08949375
626,0.54247
627,0.93
628,-0.9233
629,0.0508
631,-0.181633333
632,-0.3399
633,0.98
634,0.38813125
635,0.5135
636,-0.829
637,-0.5983
638,0.76277
639,0.8885
640,0.06155
641,-0.38435
642,0.6369
643,0.9726
644,0.1241875
645,0.241131579
646,-0.169014286
647,-0.1252
648,0.8271
649,0.8827
650,0.0783
651,-0.058189474
652,0.1697
653,-0.6688
654,-0.8741
655,-0.8687
657,0.45311
659,0.8118
660,-0.293194737
661,0.055915094
662,0.8343
663,0.096809091
664,-0.886
665,0.3608
667,0.6087
668,0.2156
669,-0.267611765
670,0.25
671,0.186029412
672,0.9966
673,0.1050625
674,0.3736
675,0.410038462
676,0.23925
677,-0.304868571
678,0.013245455
679,-0.766897041
680,-0.5994
681,-0.9953
682,-0.801952174
683,-0.529683333
684,0.96545
685,-0.314506667
687,0.9451
688,0.7971
689,0.5314
690,0.6239
693,0.536073585
694,0.30962549
695,-0.4215
696,0.504623077
697,0.312662195
699,0.9847
700,0.531558333
701,0.8612
702,0.367786957
703,0.597
704,-0.8288
705,0.8442
706,0.463372727
707,-0.1779
708,-0.1531
709,0.8987
710,0.7338
711,0.9703
712,0.704866667
713,0.9861
714,0.2931375
715,0.9861
716,-0.9886
717,-0.246666667
718,0.7031
719,0.14347
720,-0.9838
721,-0.9136
722,-0.9973
723,0.2028
724,-0.0018
725,0.545323333
726,-0.874233333
727,0.9925
728,0.8586
729,-0.8834
730,-0.762925
731,0.120805263
732,0.9728
733,-0.423836986
734,0.4772
735,-0.204807143
736,-0.3319
737,-0.32675
738,0.361128571
739,-0.880133333
740,-0.9136
741,-0.739933333
742,0.332333333
743,0.9237
744,0.9916
745,0.41998125
746,0.9834
747,0.9952
748,0.554275258
749,0.9617
750,0.989
751,0.0711625
753,0.1693
754,0.282196078
755,0.9802
756,0.9642
757,0.9262
758,-0.7312
760,-0.058116667
761,-0.25
762,0.329251786
763,0.97415
764,0.8254
765,-0.9068
766,0.1861
767,-0.208668627
768,0.73075
769,0.4866
771,-0.9296
772,0.408357143
773,-0.9789
774,0.91
775,0.426892632
776,0.806733333
777,0.83275
778,-0.9881
779,0.9612
780,0.9128
781,0.1517
782,-0.370866667
783,0.9847
784,0.97845
785,0.4571
786,-0.05291875
787,-0.45436
788,0.5574
789,0.40336
790,0.1210125
791,0.54405
792,0.3499
793,0.898022222
794,0.252965306
795,0.472690909
796,0.7399
797,0.44765
798,0.126094737
799,0.751455556
800,-0.294883333
801,0.7472
802,-0.015630769
803,0.303423077
804,0.18494
805,0.9301
806,0.62207
807,0.30666
808,-0.621782759
809,0.353145455
810,0.8999
811,-0.5699
812,-0.9229
813,0.6848
814,0.40915
815,-0.73095
816,0.5683
817,0.9049
818,0.831375
819,0.489475
820,-0.23076
821,0.8225
822,0.5152
823,0.449690909
824,0.493814286
825,-0.8316
826,-0.834576923
827,-0.8316
828,-0.2274
829,-0.7579
830,-0.773578571
831,-0.8316
832,0.347283333
833,0.9709
834,0.9265875
835,0.00385
836,-0.7365
837,-0.5496
838,0.7003
839,-0.5257
840,-0.5484
841,0.0258
842,-0.5994
843,-0.159855556
844,-0.01669
845,-0.6994
846,0.63855
847,0.3906
848,0.346685714
849,-0.70889
850,-0.194657895
851,-0.306422222
852,-0.4603125
853,0.676523926
854,0.333477551
855,-0.9843
856,-0.9169
857,0.599647826
858,0.95355
859,-0.9485
860,-0.9901
861,0.07618
862,0.5204
863,0.5719
864,-0.876166667
865,-0.91785
866,-0.8741
867,0.6854
868,0.544184375
869,-0.673766667
870,-0.126885714
871,0.531918182
872,0.9861
873,-0.1338125
874,0.662
875,-0.9485
876,-0.9556
877,0.04095
878,0.220368
879,0.688866667
881,0.280921875
882,0.9908
884,0.9596
885,-0.3094
886,0.375588095
887,0.4029
888,0.257041176
889,0.032377778
890,0.124775
892,-0.317418182
893,-0.8519
894,0.056503448
895,-0.44814
896,0.351475
897,0.9915
898,0.93535
899,0.8171
900,0.25815
901,-0.990666667
902,0.7351
903,0.221125
904,0.9498
905,0.396822222
906,0.518304
907,0.1901
908,0.190441176
909,0.834536111
911,-0.5242
912,0.385052381
913,0.9914
914,0.328368493
915,0.716175
916,-0.6175
917,-0.7052
918,-0.8741
919,0.3313
920,0.9896
921,0.2871
922,0.8429
923,-0.858
924,0.9046
925,0.0516
926,-0.112325
927,-0.467883871
929,-0.296
930,-0.9651
931,-0.128
932,0.9538
933,-0.282933333
934,0.94735
936,0.9945
937,-0.77685
938,0.0169875
939,0.200175
940,0.38328
941,0.479369048
942,0.9439
943,0.8727
944,-0.423325
945,0.165905769
946,0.413091304
947,-0.88165
948,-0.17045
949,0.463430303
950,-0.07815
951,0.148163636
953,0.407592308
954,0.155375
955,0.149325
956,0.7906
957,-0.5882
958,0.9912
959,-0.131801724
960,0.16055
961,0.657607143
962,0.244233333
963,-0.802
964,0.447205556
965,0.292625
966,0.428327273
967,0.68695
968,0.9994
969,0.13598
970,0.621642857
971,-0.8396
972,0.9751
973,0.9871
974,-0.12755
975,0.9059
976,0.152161905
977,0.8326
978,-0.472533333
979,-0.81695
980,-0.2134
981,0.995
982,-0.6072
983,-0.843583333
984,-0.9708
985,-0.542275
986,-0.9823
987,0.8658
988,0.398085714
989,0.9773
990,-0.652
991,0.59005
993,0.9931
994,0.9872
995,-0.9845
996,-0.6478
997,0.308085714
998,-0.371529577
999,-0.160675
1000,0.312075
1001,0.383041667
1002,0.033455914
1003,0.046634694
1004,-0.8342
1005,0.643
1006,-0.39525
1007,0.153719048
1008,-0.652984848
1009,0.1488
1010,-0.3919
1011,0.01325
1012,-0.7808
1013,0.298235294
1014,-0.4215
1015,-0.838633333
1016,-0.604866667
1017,0.07268
1018,0.733726316
1019,-0.193725
1020,-0.7351
1021,0.597023077
1022,0.658346154
1023,0.421763636
1025,-0.8741
1026,0.0105
1027,-0.066645455
1028,0.8441
1029,0.7506
1030,0.8387
1031,-0.001775
1032,0.2107
1033,0.9589
1034,0.19302
1035,-0.520061538
1036,0.680535294
1037,0.326755556
1038,0.424283333
1039,-0.982046667
1040,-0.86298
1041,0.17627971
1042,-0.019425
1043,-0.8496
1044,-0.9677
1045,-0.5994
1046,0.9246
1047,-0.9979
1048,0.9984
1049,0.23324788
1050,0.7215
1051,0.7215
1052,-0.023
1053,0.4588
1054,-0.9149
1055,0.162021296
1056,-0.88045
1057,0.6254
1058,-0.0084
1059,0.337066
1060,0.4871
1061,0.5574
1062,-0.802
1063,-0.0688
1064,0.9857
1065,-0.0007
1066,0.6597
1067,-0.8439
1068,0.7717
1069,0.282325
1070,0.393946154
1071,0.989
1072,0.61385
1073,0.58965
1075,-0.028794737
1076,-0.758650877
1077,-0.579534043
1079,0.8999
1080,0.96245
1081,0.9111
1082,0.44542
1083,0.6879
1084,-0.60375
1085,0.23150625
1086,0.9958
1087,-0.739208772
1088,0.784142857
1089,0.54752
1090,-0.988
1091,0.356630151
1092,0.9579
1093,0.3472
1094,0.5859
1095,-0.3904
1096,0.234268889
1097,0.409419149
1098,0.428866667
1099,0.183388889
1100,-0.00095
1101,0.4753
1102,0.55215
1103,0.41831
1104,-0.4404
1105,-0.9088
1106,0.0668
1107,0.7685
1108,0.9765
1109,-0.191566667
1110,0.187542857
1111,0.9923
1112,-0.02345
1113,0.9768
1114,0.9183
1115,0.9902
1116,0.6402
1117,-0.6633
1118,0.9062
1119,-0.128
1120,-0.582453333
1121,-0.289817391
1122,0.1053
1123,-0.579428571
1124,0.89945
1125,0.702823333
1126,-0.8591
1128,0.5618125
1129,0.46667
1130,-0.8644
1131,-0.0772
1132,0.3182
1133,0.5106
1134,0.13068
1135,0.352078571
1136,-0.01705
1137,0.047290909
1138,0.815775
1139,-0.902625
1140,0.048907143
1141,-0.396966667
1142,0.249281818
1143,0.9861
1144,-0.2343875
1145,-0.8667
1146,0.99645
1148,0.18845
1149,0.87104
1150,0.604396842
1151,0.9846
1152,0.608534483
1153,-0.8576
1154,0.8307
1156,0.750266667
1157,-0.7351
1158,0.60864
1159,0.202933333
1160,-0.9309
1161,-0.8316
1162,-0.9569
1163,-0.9789
1165,-0.9555
1166,-0.8926
1167,0.961866667
1168,0.269332258
1169,-0.296
1170,0.11778
1171,0.592591667
1172,0.177133333
1173,0.452757143
1174,0.9586
1175,-0.211875
1176,0.67125
1177,-0.1648375
1178,0.5779
1179,-0.9474
1180,-0.3481
1181,-0.6249
1182,0.336514286
1183,0.7184
1184,-0.9874
1185,0.8934
1186,0.066
1187,0.884533333
1188,0.915214286
1189,0.459767273
1190,0.33259
1191,-0.4915
1192,-0.8517
1193,0.05768
1194,0.8144
1195,0.191690909
1196,0.9979
1197,-0.936
1198,-0.8316
1199,-0.9505
1200,0.9916
1201,0.531666667
1202,-0.087057143
1203,0.519866667
1204,0.598116667
1205,0.7469
1206,0.228284211
1207,0.9081
1208,-0.29055
1209,0.53682
1210,0.868566667
1211,0.114728571
1212,0.306038462
1213,0.9349
1214,0.15955
1215,-0.9582
1216,0.680997333
1217,0.9834
1218,0.7391
1219,-0.5729
1221,-0.7483
1222,0.15025
1223,-0.8662
1224,0.3756875
1225,0.872
1226,0.451266667
1227,0.9627
1228,0.120631373
1229,0.79725
1230,0.380747368
1231,-0.0206
1232,0.8683
1233,0.9971
1234,0.536233333
1235,-0.134475
1236,0.9959
1237,-0.8431
1238,0.07305
1239,0.34
1240,0.9986
1241,0.9712
1242,0.570466667
1243,0.9451
1244,0.9573
1245,0.25
1246,-0.4215
1247,0.343933333
1248,-0.3951
1249,0.9134
1250,0.272781818
1251,0.9702
1252,0.9901
1253,0.338166667
1254,-0.6652
1255,0.7845
1256,0.308464286
1257,0.398418421
1258,0.0719
1259,0.897533333
1260,0.35315
1261,0.51515
1262,0.8309
1263,0.9097
1264,-0.208581081
1265,-0.2287
1266,-0.2287
1267,-0.894114286
1268,0.393301282
1269,-0.96875
1270,-0.7696
1271,-0.497885714
1272,0.8384
1273,-0.712938889
1274,-0.382676471
1275,-0.79572
1277,0.395757143
1278,0.8807
1279,0.3433875
1280,0.961966667
1281,0.4677
1282,-0.90715
1283,-0.52506
1284,-0.195053846
1285,0.846825
1286,-0.160363636
1287,0.720325
1288,0.2348
1289,0.6124
1290,0.416466667
1291,0.408711111
1292,0.9789
1293,0.6868
1294,0.179528571
1295,0.9017
1296,0.479914286
1297,0.9636
1298,0.637333333
1299,-0.63605
1300,-0.028546154
1301,-0.095986957
1302,0.191133333
1303,0.89355
1304,-0.307
1305,0.16455
1306,-0.497358065
1307,-0.7003
1308,0.81895
1309,0.0258
1310,0.98325
1311,-0.9007
1312,-0.8446
1313,-0.405385714
1314,0.7903
1315,-0.43082
1316,0.978
1317,0.339788889
1318,-0.9651
1319,0.631
1320,0.52406125
1321,0.505633333
1322,0.357418182
1323,-0.048557692
1324,-0.9844
1325,0.245205479
1326,0.324474468
1327,0.307708333
1328,-0.7299
1329,-0.068268421
1330,0.998
1332,-0.958533333
1333,0.282266667
1334,-0.09018
1335,0.124833333
1336,-0.516090909
1337,0.562727273
1338,0.86
1339,0.144576923
1340,0.1560375
1341,0.13475
1342,0.325772727
1343,0.447213793
1344,-0.0345
1345,0.390725
1346,-0.9352
1347,-0.6688
1348,0.986033333
1349,0.3003
1350,-0.1222
1351,0.4151
1352,0.446818182
1353,-0.7704
1354,0.9968
1355,0.3206
1356,-0.16437
1357,-0.8807
1358,0.340266667
1359,0.1512
1360,0.9881
1361,0.457881818
1362,0.19438
1363,0.200975
1364,0.13352
1365,-0.495911111
1366,-0.1576
1367,-0.7783
1368,0.8074
1369,0.597016667
1370,-0.471443478
1371,-0.6923
1372,0.370159322
1373,-0.8402
1374,0.9523
1375,0.390572727
1376,-0.9442
1377,0.9571
1378,-0.743
1379,-0.892833333
1380,0.41611
1381,0.9627
1382,0.32544
1383,0.936
1384,0.0657875
1385,0.6908
1386,0.9842
1387,-0.5204
1388,0.282265217
1389,0.644
1390,0.630116667
1391,0.6369
1392,0.370171429
1393,0.96145
1396,0.1602
1397,-0.9865
1398,0.360066667
1399,-0.109225
1400,0.9319
1401,0.9913
1402,0.090833333
1403,-0.879702941
1404,-0.5544
1405,0.8522
1406,0.049607692
1407,0.9178
1408,0.4003
1409,0.270966667
1410,0.125884615
1412,-0.9336
1413,-0.9944
1414,0.9559
1415,0.9973
1416,0.2748
1417,0.0233125
1418,-0.197
1419,0.043033333
1420,0.42385
1421,-0.138088889
1422,0.389466667
1423,-0.7096
1424,-0.7416
1425,-0.531151923
1426,0.37396875
1427,0.241713433
1428,-0.306142857
1429,0.49820625
1430,0.9352
1431,-0.9351
1432,-0.68785
1433,0.7007
1434,-0.3753
1435,0.333078571
1436,0.74
1437,0.10575
1438,0.392066667
1439,0.9643
1440,-0.9432
1441,-0.3774
1442,0.50775
1443,0.4536
1445,0.557175
1446,0.375442857
1447,-0.743
1448,-0.907866667
1449,0.809566667
1450,0.9942
1451,0.9831
1452,0.0772
1453,0.257312
1454,0.9602
1455,0.294815385
1456,-0.181
1457,0.564332308
1458,0.7858
1459,0.04485
1460,0.7579
1461,-0.9899
1462,0.9975
1463,-0.97255
1464,0.74575
1465,0.1997
1466,0.3545
1467,0.9623
1468,0.867966667
1469,0.28131
1470,0.307542857
1471,0.502655
1472,0.7391
1473,0.9612
1474,-0.7266
1475,0.5267
1476,-0.8257
1477,0.9509
1478,0.04625
1479,0.0918
1480,0.702015385
1481,-0.6597
1482,0.604
1483,0.907
1484,0.3482
1485,0.9432
1486,0.5859
1487,-0.44865
1488,-0.947
1489,-0.898942857
1490,-0.40905
1491,0.437319643
1492,-0.112715789
1493,0.309525
1494,-0.17148
1495,-0.26365
1496,-0.5789875
1497,-0.105486667
1499,0.5661
1501,-0.3483
1502,-0.48366
1503,0.638977778
1504,0.104452941
1505,-0.25
1506,0.045859701
1507,-0.3729
1509,0.6104
1510,-0.355181818
1511,-0.04982
1512,0.97075
1513,0.58575
1514,0.08645
1515,0.7506
1516,0.631517431
1517,0.9931
1518,0.8625
1519,0.9878
1520,0.251833333
1521,-0.52806
1522,0.543732432
1523,-0.243440909
1524,-0.3879
1525,-0.9857
1526,0.152281818
1527,-0.1901
1529,0.68025
1531,0.7091
1532,0.8442
1533,0.9432
1534,0.465933333
1535,0.63803
1536,-0.296
1537,0.8247
1538,0.716037255
1539,0.2168
1540,0.9954
1541,-0.136289474
1542,-0.9761
1543,0.5485
1544,-0.9407
1545,-0.672242105
1546,0.2191125
1547,0.4019
1548,-0.8411
1549,0.9097
1550,-0.184233333
1551,0.233009524
1552,-0.7712
1553,0.8689
1554,0.374366667
1555,0.569933333
1556,0.588257143
1557,0.802920833
1558,0.377119512
1559,0.9938
1560,0.0195
1561,0.9971
1562,0.5267
1563,0.9811
1564,0.5267
1565,0.9684
1566,0.9234
1567,0.9854
1568,0.312233333
1569,-0.1779
1570,-0.0883
1572,0.9633
1573,0.9231
1574,0.7436
1575,0.958
1576,0.1972875
1577,0.6852
1578,0.327216807
1579,0.9747
1580,-0.60815
1581,0.8402
1582,0.332433333
1583,0.8607
1584,-0.7318
1585,0.8556
1586,-0.2533
1587,0.43464625
1590,0.39662
1591,0.16904
1592,0.9559
1593,0.786575
1594,0.523591667
1595,0.307333333
1596,0.25648
1597,0.9887
1598,-0.589033333
1599,-0.9777
1600,0.3054
1601,0.9847
1602,0.391525
1603,0.49481784
1604,0.9989
1605,0.9686
1606,0.8402
1607,-0.288007407
1608,-0.496175
1609,0.8601
1611,0.73925
1612,-0.228733333
1613,-0.6239
1614,-0.9545
1615,0.047933333
1616,0.346536364
1617,0.942875
1618,0.9545
1620,-0.9661
1621,-0.9497
1622,-0.6905
1623,0.9081
1624,-0.36595
1625,0.4059
1626,0.069433333
1627,0.338866667
1628,0.178904348
1629,0.293691304
1630,0.7579
1632,0.444766346
1633,-0.8532
1634,-0.928
1635,-0.2451
1636,0.61634
1637,-0.5994
1638,0.40589375
1639,-0.789
1640,0.7809
1641,-0.77365
1642,-0.6415
1643,0.6301
1644,-0.877106667
1645,-0.089936842
1646,-0.930966667
1647,0.585816667
1648,0.5917
1649,0.589087912
1650,-0.8748
1651,0.287992308
1652,-0.9761
1653,0.9381
1654,-0.8593
1655,-0.9779
1657,0.6032
1658,0.985
1659,0.355625
1661,0.93875
1662,-0.127583333
1663,0.410005
1664,-0.3415
1665,-0.8149
1666,-0.104946154
1667,0.045948276
1668,-0.242022222
1669,-0.473016667
1670,0.295714286
1671,-0.580469231
1672,-0.913566667
1673,0.9041
1674,-0.8316
1675,0.8328
1676,-0.15966
1677,0.993
1678,0.9917
1679,0.9955
1680,0.230761538
1681,-0.95375
1682,0.640493333
1683,-0.120525
1684,-0.167276471
1685,-0.066686667
1686,0.3198875
1687,-0.00105
1688,0.548966667
1689,0.377626667
1690,0.7425
1691,0.5526
1692,0.8851
1693,-0.9661
1694,-0.197713462
1695,-0.4677
1696,0.95555
1697,0.926
1698,0.5084
1699,-0.275
1700,0.362073684
1701,-0.188136508
1702,0.165
1703,0.5574
1704,-0.7983
1705,-0.163366667
1706,-0.8316
1707,-0.9961
1708,0.7964
1709,-0.883263636
1710,-0.9678
1711,-0.765
1712,-0.9948
1713,0.170185714
1714,-0.0533
1715,0.011555556
1716,-0.155816667
1717,0.9922
1718,0.439975
1719,0.2631375
1720,0.9604
1721,0.694325
1722,0.20636
1723,0.667460656
1724,0.44684
1725,0.05432
1726,-0.079233333
1727,0.9289
1728,0.898266667
1729,-0.6166
1730,0.8846
1731,-0.370933333
1732,0.5261
1733,-0.016368966
1734,0.8807
1735,-0.5574
1736,0.203943478
1737,0.7946
1738,0.082477778
1739,0.5423
1740,0.1779
1741,0.20365
1742,0.8645
1743,0.72705
1744,0.601946154
1745,0.93965
1746,-0.639866667
1747,-0.9399
1748,0.726942105
1750,0.429726549
1751,-0.128
1752,0.4336
1753,0.27669
1754,0.826
1755,-0.283839474
1756,0.060210526
1757,0.0954625
1758,0.085890698
1759,0.9711
1760,0.256292857
1761,0.188941026
1762,0.464811111
1763,0.449907692
1764,0.7082625
1765,0.62114
1766,0.9734
1767,0.12755
1768,0.241986957
1769,0.946875
1770,-0.9164
1771,-0.4342
1772,0.52215
1773,0.9851
1774,0.3742
1775,0.838
1776,-0.945
1777,0.915133333
1778,0.778466667
1779,0.218733333
1780,0.4733125
1781,-0.141485714
1782,-0.4515
1783,0.9813
1784,-0.055769565
1785,-0.958033333
1786,0.9626
1787,0.729125
1788,0.13635
1789,0.937533333
1790,0.42425
1791,0.9848
1792,-0.5199375
1793,-0.809
1794,0.34
1795,0.1176
1796,-0.5994
1797,0.122938333
1798,0.7741
1799,-0.291633333
1800,-0.298745455
1801,-0.123375
1802,0.2708125
