id,title,avg_comp_score
3039,Felber,#N/A
3040,Feldman Barry,-0.148975
3041,Feldman Jack,0.88
3042,Felipe Julian,#N/A
3043,Felix Pascal,-0.854
3044,Fellini Suzanne,0.9988
3045,Feltz And Arnie,-0.8316
3046,Feltz And De Mejo,-0.5994
3047,Feltz And Engel-berger,-0.9743
3048,Feltz And Gielz,-0.7579
3049,Feltz And Scharfenberger,-0.5994
3050,Feminin,#N/A
3051,Fendrich Rainhard,-0.8778
3052,Fendrich Reinhard,-0.9151
3053,Fenix Tx,0.181152174
3054,Ferdinand Band,-0.5994
3055,Ferguson Jay,0.9694
3056,Ferguson Walter,0.8519
3057,Ferland Jean-pierre,#N/A
3058,Fernandez Alejandro,-0.55205
3059,Fernando Express,-0.9583
3060,Ferrari,0.495475
3061,Ferrat Jean,-0.1685
3062,Ferrer Nino,-0.2732
3063,Ferrick Melissa,0.438184615
3064,Ferron,0.87264
3065,Ferry Bryan,0.01902
3066,Fettes Brot,-0.954331915
3067,Fey,-0.5095625
3068,Fgdgfh,#N/A
3069,Fiction Factory,0.1988
3070,Fiddlers Green,0.4826
3071,Fiel A La Vega,-0.90775
3072,Fields Dorothy,0.9479
3073,Fields Of The Nephilim,-0.064122857
3074,Fierce Wendy,-0.886
3075,Fifth Dimension,0.9963
3076,Fifth Platoon,0.1611
3077,Fight,-0.28915
3078,Fighting Gravity,0.16495
3079,Figueiredo Filipa,#N/A
3080,Figures On A Beach,0.985
3081,Filter,0.130376923
3082,Filth,0.131566667
3083,Filthy Relics,-0.67302
3084,Final Truth,0.8566
3085,Finderkicker,#N/A
3086,Fine Science,-0.7213
3087,Fine Young Cannibals,0.23874
3088,Finger Eleven,-0.119058333
3089,Finley Quaye,0.5257
3090,Finn Brothers,0.014072727
3091,Finn Neil,0.22025
3092,Finn Tim,0.1966
3093,Finn William,0.330033333
3094,Fiona Apple,0.528
3095,Fiorello,-0.260118182
3096,Fire Rooster,0.58685
3097,Fire Water Burn,-0.8358
3098,Firefall,0.56365
3099,Firehose,0.08694
3100,Firehouse,0.298188889
3101,Firesign Theatre,0.1798875
3102,Firm,0.8869
3103,First Call,0.091625
3104,First Class Heath Kliff,#N/A
3105,First Degree,0.210027778
3106,First Edition,-0.7906
3107,First Love,0.96355
3108,First Patrol,-0.8142
3109,Fischer Z,-0.93905
3110,Fischer-z,0.074826087
3111,Fischmob,-0.990275
3112,Fish,0.207438889
3113,Fish Leslie,-0.423975
3114,Fishbone,-0.1779
3115,Fist,-0.9978
3116,Fitzgerald Ella,-0.74105
3117,Fitzgerald Patrik,0.104444118
3118,Five,0.498185965
3119,Five Eight,0.5481
3120,Five for Fighting,0.487153846
3121,Five Iron Frenzy,0.2722375
3122,Five Man Electrical Band,0.9395
3123,Five Minutes Left,-0.317166667
3124,Five Stairsteps,0.886
3125,Five Star,0.885475
3126,Five Young Cannibales,-0.9716
3127,Fix Und Fertig,-0.9809
3128,Fixx,0.0080125
3129,Flack Roberta,0.985133333
3130,Flaming Lips,0.176403175
3131,Flaming Underwear,-0.9941
3132,Flaming Wheelchairs,-0.91
3133,Flamingos,0.8679
3134,Flans,-0.337625
3135,Flaw,-0.220976923
3136,Fleedwood Mac,0.521871429
3137,Fleetwood Mac,0.592235938
3138,Fleetwoods,0.9887
3139,Fleming And Clausen,#N/A
3140,Fleming And John,0.9595
3141,Fleshcrawl,-0.675185714
3142,Flick,0.0427
3143,Flickerstick,0.293881818
3144,Flight 16,-0.8413
3145,Flip Da Scrip,0.9111
3146,Flippers,-0.9922
3147,Flirtations,-0.076171429
3148,Floater,-0.263454545
3149,Floating Mood,0.46775
3150,Flogging Molly,-0.9615
3151,"Flor, Cyprys And Bader",#N/A
3152,Florian And Enter The Tainment,-0.9559
3153,Florian Brauuml;tting,0.6219
3154,Florian Eyring,#N/A
3155,Florian Feat. Enter The Tainment,-0.9559
3156,Flotsam And Jetsam,-0.461630882
3157,Flowers For Breakfast,#N/A
3158,Floyd Eddie,0.9955
3159,Flsh And The Pan,0.186466667
3160,Fluffy,-0.294244444
3161,Fluke,0.07905
3162,Fluoride Klaus,0.056314286
3163,Flying Burrito Brothers,0.8756
3164,Flying Circus,0.140733333
3165,Flying Pickets,0.9769
3166,Flying Postmen,0.440488889
3167,Flynn Pierre,-0.128
3168,Fobia,-0.55185
3169,Focal Point,-0.5623625
3170,Foetus,-0.435655556
3171,Fogelberg Dan,0.310245238
3172,Fogerty John,-0.9732
3173,Foghat,0.9867
3174,Fogus,#N/A
3175,Foje,0.175806667
3176,Foley Ellen,0.4435
3177,Folk Implosion,0.9831
3178,Fontella Bass,0.994
3179,Foo Fighters,0.112840244
3180,Fools Garden,-0.014915
3181,For Real,0.991
3182,Force M.d.s,0.9595
3183,Ford Lita,0.353466667
3184,Ford Robben,0.7845
3185,Fordham Julia,0.649407692
3186,Foreigner,0.275746591
3187,Forest For The Trees,#N/A
3188,Forgotten Rebels,0.043272727
3189,Forlorn,0.0015
3190,Forsberg Ebba,0.5889
3191,Forte,-0.8101
3193,Fortier Joshua,#N/A
3194,Fortin Fred,0.147925
3195,Fortunes,0.4509
3196,Forty-two,-0.8997
3197,Fossati Ivano,-0.19087
3198,Foster Chris,0.174733333
3199,Foundation,-0.9657
3200,Fountains of Wayne,0.2437725
3201,Four And Twenty Elders,0.910166667
3202,Four Non Blondes,0.85185
3203,Four Preps,0.9963
3204,Four Seasons,0.8413
3205,Four Tops,0.641933333
3206,Fox,0.56415
3207,Fox George,0.7053
3208,Fox The Fox,0.9635
3209,Foxx John,0.368085714
3210,Foxy Brown,-0.214490909
3211,Foxy Brown And Total,0.8956
3212,Fra Lippo Lippi,0.48885
3213,Fraggles,0.7184
3214,Frampton Peter,-0.2137
3215,Fran&#231;ois Claude,0.77925
3216,Franc,0.7208
3217,France Gall,-0.8092
3218,Francesco Napoli,0.6628
3219,Franceska,-0.428
3220,Francis Cabrel,0.4329
3221,Francis Connie,0.125738462
3222,Frank And Nancy Sinatra,0.9485
3223,Frank Black,0.129747826
3224,Frank Black And The Catholics,0.076241667
3225,Frank Boeijen Groep,-0.53365
3226,Frank Duval,0.328054545
3227,Frank Farian,-0.9625
3228,Frank Rennicke,-0.97995
3229,Frank Ryan,0.3818
3230,Frank Sinatra,0.578678358
3231,Frank Sinatra And Henry Mancini,0.6369
3232,Frank Sinatra And Nancy Sinatra,0.7845
3233,Frank Stallone,0.2382
3234,Frank Zander,-0.9413
3235,Frank Zappa,0.147404444
3236,Frankie Goes to Hollywood,0.3407
3237,Frankie Gues To Hollywood,0.199666667
3238,Frankie Hi-nrg Mc,0.3595
3239,Frankie Miller,0.9054
3240,Frankie Vallie,0.5145
3241,Franklin Aretha,0.9519
3242,Franklin Daniel,0.626357895
3243,Franks Enemy,-0.106466667
3244,Franks Michael,0.290233333
3245,Franz Josef Degenhardt,-0.9954
3246,Franz Morak,-0.8122
3247,Franz Winkler,-0.9485
3248,Freak Nasty,0.9572
3249,Freak Out,0.9735
3250,Freak Toast,-0.7185
3251,Freaks Of Nature,-0.9337
3252,Freaky Wizards,-0.344766667
3253,Fred Bertelmann,-0.9163
3254,Fred Jay,0.5448
3255,Fred Rai,-0.9953
3256,Freddie Mercury,0.2269
3257,Freddy,-0.809271429
3258,Freddy Breck,-0.964233333
3259,Freddy Quinn,-0.888310526
3260,Fredl Fesl,-0.919085714
3261,Fredriksson Marie,-0.066807692
3262,Free,0.7149
3263,Free Republic Of Failure,0.0239
3264,Freed Arthur,0.7351
3265,Freedom Call,0.6899
3266,Freelove Laurie,0.1408875
3267,Freez,0.9759
3268,Frei,-0.6841
3269,Freikorps Kai,-0.6024
3270,Freitas Katia,#N/A
3271,French Affair,0.978766667
3272,French Nicki,0.738733333
3273,French Percy,0.9826
3274,Frente,-0.058743478
3275,Frente!,0.162651613
3276,Frenzal Rhomb,0.0687625
3277,Fresh Prince Of Bel Air,0.2926
3278,Fretblanket,0.01
3279,Freundeskreis,-0.897
3280,Freundeskreis And Mellowbag,-0.9803
3281,Freundeskreis Feat. S&#232;kou,0.9957
3282,Freundeskreis Und Mellowbag (feat. Mr Gentleman),-0.9706
3283,Freur,#N/A
3284,Frey Glenn,0.480707143
3285,Frida,0.332478947
3286,Friday Gavin,0.376342857
3287,Friedl Hensch And Cypres,-0.9832
3288,Friedman Dean,0.50021
3289,Friedman Debbie,0.83078
3290,Frijid Pink,-0.9565
3291,Frishberg Dave,0.9882
3292,Fritz Beckmann And Peter Greuder,#N/A
3293,Fritz Brause,0.3612
3294,Fritz Schulz Reichel,0.453
3295,Frl. Menke,-0.8351
3296,Frogpond,0.167033333
3297,Frogs,0.151630769
3298,From Dawson`s Creek,0.9919
3299,From Good Homes,0.284266667
3300,From Zero,-0.39263
3301,Front 242,-0.080104
3302,Front Line Assembly,-0.490802381
3303,Frontier Fucking Wives,-0.9007
3304,Frotscha,0.5707
3305,Fry Stephen,-0.9966
3306,Fuckmandauml;n,#N/A
3307,Fuel,0.002524
3308,Fuel 238,0.9608
3309,Fugain Michel,0.133016667
3310,Fugees,-0.254563158
3311,Fugees Feat. Diamond D.,0.6566
3312,Fugs,-0.9997
3313,Fulflej,0.8644
3314,Full Speed,0.9509
3315,Fun Factory,0.5019
3316,Fun Fun,0.9943
3317,Fun Lovin Criminals,0.065975
3318,Funny Girls,-0.3818
3319,Funny Money,0.093755556
3320,Funny Van Dannen,-0.6955
3321,Furia Do Acucar,-0.1759
3322,Fury in The Slaughterhouse,0.067114458
3323,Fusion,0.0772
3324,Fuzzbubble,-0.902
3325,G And J,0.6369
3326,G Squad,-0.7906
3327,G Warren,0.9731
3328,G&#233;rard Danyel,#N/A
3329,G. Gina,0.874328571
3330,G. Love & Special Sauce,0.526918367
3331,G. Love And Special Sauce,0.447415385
3333,G.g. Anderson,-0.651082609
3334,Gabi Seitz Ensemble,-0.743
3335,Gabriel Of Sedona And The Bright And Morning Star Band,0.9976
3336,Gabriel Peter,-0.4049
3337,Gabrielle,0.489514634
3338,Gaby Albrecht,-0.850533333
3339,Gaby Baginsky,-0.790185714
3340,Gaby Berger,-0.8741
3341,Gadjits,0.803728571
3342,Gaensehaut,-0.8316
3343,Gafford John,0.01985
3344,Gainsbourg Serge,-0.138911957
3345,Gala,0.388883333
3346,Galactic Cowboys,-0.471
3347,Galas Diamanda,-0.321066667
3348,Galaxie 500,0.1798
3349,Gall France,-0.274576923
3350,Gallagher Rory,0.9037
3351,Gamma Ray,0.122149231
3352,Gan Gerald,0.092
3353,Gandauml;nsehaut,-0.781533333
3354,Gandharvas,-0.012836364
3355,Gang Of Four,0.000685714
3357,Gannon Kim,0.9816
3358,Ganz Schaouml;n Feist,#N/A
3359,Ganzschaouml;nfeist,#N/A
3360,Gaouml;landauml;,-0.491057143
3361,Gaouml;tz Von Sydow,-0.9569
3362,Gap Band,0.9718
3363,Garage Inc.,-0.252863636
3364,Garbage,0.182341935
3365,Garber Josh,0.0789
3366,Garcia,0.96595
3367,Garcia Tony,0.4215
3368,Gardel Carlos,0.4588
3369,Garden Variety,0.286822222
3370,Gardestad,0.565925
3371,Gareth Gates,0.94635
3372,Garfunkel Art,0.6868
3373,Garland Jeffereys,0.9705
3374,Garland Judy,0.680733333
3375,Garry Rafferty,-0.6911
3376,Garth Brooks,0.439877686
3377,Garth Brooks Feat. Trisha Yearwood,0.3769
3378,Gary Allan,0.835
3379,Gary Barlow,0.9702
3380,Gary Byrd,-0.2182
3381,Gary Lewis And The Playboys,0.920225
3382,Gary Low,0.9034
3383,Gary Moore,0.22496
3384,Gary Moore And Phil Lynott,-0.9908
3385,Gary Shearston,-0.7505
3386,Garza David,0.9117
3387,Garzilli Enrico,0.3286875
3388,Gat Decor,0.9393
3389,Gates David,0.57675
3390,Gates Of Ishtar,-0.567513636
3391,Gathering,-0.124618182
3392,Gauuml;nter Willumeit,-0.926
3393,Gauuml;nther Liehs,-0.9761
3394,Gauuml;nther Stern,0.4588
3395,Gauuml;nther Willumeit,-0.9898
3396,Gauuml;sch Patti,-0.826
3397,Gay Briel,0.320433333
3398,Gay Dad,0.9773
3399,Gaye Marvin,0.712673333
3400,Gaye Nona,-0.929
3401,Gayle Crystal,0.11945
3402,Gaynor Gloria,0.030533333
3403,Gaze And Igelhoff,-0.9339
3404,Gaze And Schulz-reichel,0.8061
3405,Gazebo,0.903
3406,G-dep,0.19196
3407,Gear Daddies,0.6884
3408,Gebrauuml;der Blattschuaszlig;,-0.9443
3409,Gebrauuml;der Ghetto,-0.9958
3410,Geburtstagslied,0.00115
3411,Geff Harrison,0.8514
3412,Geggy Tah,0.345875
3413,Gehenna,-0.672638889
3414,Geier Sturzflug,-0.912033333
3415,Geile Sau,-0.6688
3417,Gemelli Di Versi,-0.2804
3418,Gemini,0.650652632
3419,Gene,0.07273
3420,Generaci&#243;n De Jes&#250;s,0.049425
3421,Generell,-0.595354545
3422,Genesis,0.13339396
3423,Genitorturers,-0.344511111
3424,Genitortures,-0.191588889
3425,Geoffry Williams,0.9378
3426,Georg Baker Selection,0.7025
3427,Georg Buschor,-0.9411
3428,Georg Danzer,-0.957014286
3429,Georg Kreisler,-0.9877
3430,George Baker,0.7506
3431,George Baker Selection,-0.1543
3432,George Benson,0.9519
3433,George Fame,-0.555
3434,George Fame And Alan Price,0.3329
3435,George Harrison,0.421733929
3436,George Jeffrey,0.9702
3437,George Kranz,0.9313
3438,George Mccrae,0.77908
3439,George Michael,0.541195745
3440,George Michael And Aretha Franklin,0.9388
3441,George Michael And Mary J. Blidge,0.9941
3442,George Moustaki,-0.7922
3443,George Strait,0.68319
3444,George Thorogood,0.9859
3445,Georgia Gibbs,#N/A
3446,Gerald Joling,-0.7003
3447,Gerald Levert,0.617597917
3448,Geraldine Fibbers,0.9416
3449,Gerhard Bauuml;chner,#N/A
3450,Gerhard Lonorman,-0.128
3451,Gerhard Wendland,-0.8457
3452,Geri Halliwell,0.350685714
3453,German,0.3612
3454,Germano Lisa,0.710325
3455,Germs,0.4588
3456,Gerry And The Pacemakers,0.818975
3457,Gert Tauuml;rmer,-0.7981
3458,Geschw. Hoffmann,#N/A
3459,Geschwister Fahrenberger,-0.9862
3460,Geschwister Hoffmann,-0.9524
3461,Geschwister Winkler,-0.8398
3462,Gessle Per,0.318630556
3463,Get Ready!,-0.896033333
3464,Get Up Kids,0.219861905
3465,Geto Boys,-0.9854
3466,Geweint Vor Glauuml;ck,-0.9136
3467,Ghost Town Djs,0.9728
3468,Ghostface Killah,0.280185714
3469,Ghostface Killer,0.9507
3470,Ghoti Hook,-0.309655556
3471,Giana Nannini,#N/A
3472,Gianfrys Band,-0.9732
3473,Gianna Nannini,-0.2517
3474,Giant,0.361028571
3475,Gibb Andy,0.9442
3476,Gibb Barry,0.9828
3477,Gibbons Caroll,0.6012
3478,Gibson Brothers,0.4843
3479,Gibson Debbie,0.400896429
3480,Giggollo,0.9391
3481,Gigi,#N/A
3482,Gigliola Cinequetti,-0.9864
3483,Gil,0.31369
3484,Gil Gilberto,-0.60715
3485,Gilbert And Sullivan,-0.9851
3486,Gilbert Becaud,-0.9485
3487,Gilbert Montagne,-0.9628
3488,Gilbert Osullivan,-0.01424
3489,Gilder Nick,-0.5466
3490,Gill Johnny,0.34
3491,Gill Vince,0.6855
3492,Gilla,-0.784666667
3493,Gilles Thibaut,-0.1027
3494,Gillette,0.3875
3495,Gillo And Breuer,-0.9823
3496,Gillo And Majewski,-0.9684
3497,Gilmour David,0.9776
3498,Gimbel Norman,0.9201
3499,Gimix,0.3951
3500,Gin Blossoms,0.13571875
3501,Gina G.,0.882
3502,Ginie Line,-0.128
3503,Ginkgo Garden,0.626
3504,Ginny Owens,0.12055
3505,Gino Doro,-0.9071
3506,Gino Vanelli,0.394559574
3507,Ginuwine,0.248172414
3508,Giorgio,-0.9559
3509,Giorgio Moroder,0.19175
3510,Giorgio Moroder And Paul Engemann,0.9429
3511,Giorgio Moroder Project,0.9705
3512,Gipsy Kings,0.075894737
3513,Girls Against Boys,0.157172727
3514,Girlysound,0.069283333
3515,Gits,-0.198711111
3516,Gitte,-0.865566667
3517,Gitti And Erika,-0.5994
3518,Giuffria,-0.00774
3519,Gladstone,0.9675
3520,Gladys Knight And The Pips,0.87335
3521,Glando And Magenta,-0.8741
3522,Glando And Rendine,-0.9661
3523,Glass Moon,-0.688
3524,Glass Tiger,0.104762069
3525,Glen Campbell,0.7954
3526,Glen Goldscmith,-0.944
3527,Glen Miller,0.6908
3528,Glenn Frey,0.471466667
3529,Glenn Medeiros,0.9913
3530,Glenn Yarbrough,-0.7741
3531,Glitter Kicks,0.204263636
3532,Glodagh Rodgers,0.9181
3533,Gloria,#N/A
3534,Gloria Estefan,0.415755769
3535,Gloria Estefan And Miami Sound Machine,-0.8348
3536,Gloria Gaynor,0.572661538
3537,Gloria Sisters,-0.9538
3538,Glorya Gayner,0.6636
3539,Glove,-0.8507
3540,Glover Roger,-0.8263
3541,Glow,0.1767
3542,Go Gos,0.16795
3543,Go To Sleep,0.9618
3544,Go West,0.98675
3545,Gob,-0.145081818
3546,Go-betweens,0.044893023
3547,God Dethroned,-0.7089
3548,God Forsaken,-0.4348
3549,God Gettin Funky,-0.26298
3550,God Lives Underwater,-0.052438095
3551,God Machine,-0.217661111
3552,Godewind,-0.98735
3553,Godfathers,0.038818182
3554,Godflesh,-0.203014634
3555,Godgory,-0.44333913
3556,Godiego,0.790409091
3557,Godinho Sergio,-0.8798
3558,Godkiller,0.365033333
3559,Godley And Creme,-0.064747368
3560,Gods Property From Kirk Franklins Nu Nation,0.962
3561,Gods Tower,-0.031091667
3562,Godsend,-0.3075
3563,Godsmack,-0.12829697
3564,Goelae,-0.4404
3565,Gogo Gina,0.4588
3566,Gold,-0.35565
3567,Gold Julie,0.9439
3568,Golden Earring,0.7569
3569,Golden Smog,0.303425
3570,Goldfinger,0.221108929
3571,Goldfrapp,0.58626
3572,Goldman Jean-jacques,0.081975758
3573,Goldman Jones Fredericks,0.014629412
3574,Goldsboro Bobby,0.6494
3575,Golodsboro Bobby,0.9159
3576,Golpes Bajos,-0.05635
3577,Gomez,0.1312525
3578,Gonzaguinha,-0.08365
3579,Goo Goo Dolls,0.087905882
3580,Good Charlotte,0.112448148
3581,Goodfellaz,0.6611
3582,Goodie Mob,-0.6429
3583,Goodman Steve,0.583675
3584,Goodrum Randy,0.05905
3585,Googoo Dolls,-0.0055
3586,Googoo Dolls (soundtrack: City Of Angels),0.7737
3587,Goombay Dance Band,0.383566667
3588,Gordon Irving,0.8402
3589,Gordon Lightfoot,0.591665306
3590,Gore Lesley,0.6208
3591,Gorefest,-0.126665
3592,Gorguts,-0.411675
3593,Gorilla Biscuit,0.202236364
3594,Gorilla Biscuits,0.04075
3595,Gorillaz,0.222792857
3596,Gorka John,0.5252
3597,Gorky Park,-0.098491667
3598,Gorniak Edyta,0.179
3599,Gospel,0.7929
3600,Gossos,-0.526144444
3601,Gottfried Schlaouml;gl,-0.9612
3602,Gotthard,-0.003288889
3603,Gottlieb Wendehals,-0.9949
3604,Gowan,-0.101546429
3605,Gra,0.287822222
3606,Grace,0.892
3607,Grace Johns,0.356566667
3608,Grafefruits,0.9019
3609,Graham Bonney,-0.803971429
3610,Graham Larry,0.9716
3611,Gramm Lou,0.351154545
3612,Grammatrain,-0.496316667
3613,Grand Funk,0.9696
3614,Grand Funk Railroad,0.424026923
3615,Grand Malaouml;r,-0.6688
3616,Grand Theft Audio,-0.8459
3617,Grandaddy,0.52805
3618,Grandi Irene,#N/A
3619,Grandmaster Flash,0.3736375
3620,Grant Amy,0.621173171
3621,Grant And Forsyth,0.8937
3622,Grant Lee Buffalo,0.1779
3623,Graouml;nemeyer,-0.7749
3624,Grapes Of Wrath,0.070584615
3625,Grassroots,0.31195
3626,Grateful Dead,0.274134375
3627,Grauzone,#N/A
3628,Grave,-0.363371429
3629,Grave Digger,-0.183696875
3630,Gravediggaz,-0.99375
3631,Graveland,-0.62452963
3632,Graveworm,-0.900318182
3633,Gravity Kills,-0.21505
3634,Gray Dobie,0.7096
3635,Grean Charles R,0.9826
3636,Grease,0.117804348
3637,Grease (john Travolta And Olivia Newton-john),0.9694
3638,Great Big Sea,0.411891429
3639,Great Horn,-0.66935
3640,Great Kat,0.1036
3641,Great Sorrow,-0.383157143
3642,Great Tinkerer,0.9247
3643,Great White,0.7669
3644,Grebenshikov Boris,0.148916667
3645,Greed Seed,-0.3291
3646,Green Day,-0.137901724
3647,Green Jelly,-0.796
3648,Green Keith,0.7753
3649,Green Peter,-0.216083333
3650,Green Steve,0.891
3651,Greenday,-0.75665
3652,Greensboro Ln,0.106
3653,Greez,0.9946
3654,Greg Kihn Band,-0.8125
3655,Gregorian,0.9493
3656,Grenn Day,0.9177
3657,Grey Hound,0.9791
3658,Grid,#N/A
3659,Griffin Patty,-0.11171875
3660,Griffith Nanci,0.633134286
3661,Griffith Nancy,0.9956
3662,Grignani Gianluca,0.5859
3663,Grim Skunk,-0.3948
3664,Grimskunk,-0.9241
3665,Grinch,-0.536655556
3666,Grinspoon,0.231430435
3667,Grip Inc,-0.5534
3668,Grip Inc.,-0.507782759
3669,Grobanschnitt,0.4939
3670,Groenemeyer Herbert,-0.698202778
3671,Groening Matt,0.9942
3672,Groff Daniele,#N/A
3673,Groove Minister,-0.9906
3674,Groove Theory,0.574309091
3675,Gross Paul,0.444688889
3677,Group Sanane,#N/A
3678,Grupo Limite,0.052972222
3679,Grupo Niche,-0.809992857
3680,Gryner Emm,0.200416667
3681,Gtr,0.9761
3682,Guadalcanal Diary,0.3612
3683,Guano Apes,-0.069958537
3684,Guardian,-0.187833333
3685,Guccini Francesco,-0.252008696
3686,Guerra Ely,0.4559
3687,Guerra Juan Luis,-0.14376875
3688,Guess Who,-0.25955
3689,Gufs,0.05235
3690,Guided by Voices,0.389163636
3691,Guildo Horn,-0.75115
3692,Guildo Horn Und Die Orthop&#228;dischen Str&#252;mpfe,-0.6535
3693,Guildo Horn Und Die Orthopandauml;dischen,-0.9184
3694,Guillermo Marchena,0.9897
3695,Gun,0.9826
3696,Gun&#180;sn Roses,0.4825
3697,Gunnar Welz,-0.9889
3698,Gunnar Winckler,-0.9769
3699,Guns N Roses,0.005292857
3700,Guns Nroses,0.27771
3701,Gunsnroses,0.51038
3702,Gunsnroses (orig. Paul Mccartney),#N/A
3703,Gunter Gabriel,-0.872641667
3704,Gurango Angelliqua,0.916633333
3705,Gus,0.9896
3706,Gus Backus,-0.935716667
3707,Gus Gus,0.7617
3708,Guster,0.162825806
3709,Gute Nacht Lied,-0.5994
3710,"Gute Zeiten, Schlechte Zeiten",-0.8591
3711,Guthrie Arlo,0.531118182
3712,Guthrie Woody,0.258477778
3713,Guttermouth,0.014347619
3714,Guus Meeuwis En Vagant,-0.590988235
3715,Guy,0.9978
3716,Guy Buddy,-0.310733333
3717,Gwar,-0.41866747
3718,Gwen,#N/A
3719,Gwen Gutharie,0.9865
3720,Gwen Stefani,0.207689362
3721,Gyllene Tider,0.1642875
3722,Gypsy Kyss,-0.110372222
3723,H,0.3496375
3724,H 20,0.9423
3725,H Blockx,-0.362785714
3726,H. I. M.,0.327615094
3727,Haddaway,0.4978
3728,Hades,-0.39280625
3729,Hadley Tony,-0.2347
3730,Haemorrhage,-0.337308696
3731,Haert,-0.2157
3732,Hagar Sammy,0.323633333
3733,Hagen Brandin,-0.9386
3734,Hagen Nina,-0.9823
3735,Haggard,-0.286090476
3736,Haindling,-0.792385714
3737,Hair,0.875466667
3738,Hajo,-0.7184
3739,Hakulinen Jussi,-0.7115
3740,Hal David,0.7359
3741,Half Man Half Biscuit,-0.322666667
3742,Hall & Oates,0.360676471
3743,Hall And Oates,0.361825
3744,Hall Kristen,0.68586
3745,Haller And De Groof,-0.9136
3746,Hallolololi Boys,#N/A
3747,Hallows Eve,-0.979866667
3748,Hallyday Johnny,-0.189
3749,Halo James,0.7419
3750,Halsell Steve,-0.296
3751,Hamburger Arroganz,-0.85455
3752,Hamilton Bohannon,0.89645
3753,Hammerfall,-0.088196774
3754,Hammerstein Oscar,0.311766667
3755,Hammet Melanie,0.38825
3756,Hammill Peter,0.086617391
3757,Hammond Albert,0.278866667
3758,Hammond And West,-0.2755
3759,Hammond Beres,0.99
3760,Hanazawa Kae,-0.9731
3761,Hancock Herbie,0.9779
3762,Handel George Frideric,0.209283871
3763,Handsome Devil,0.268609091
3764,Handsome Family,-0.019061538
3765,Hanim Liza,-0.17875
3766,Hank Mizell,0.9201
3767,Hank The Knife And The Jets,0.858066667
3768,Hank Williams,0.137638
3769,Hanna Aroni,-0.9569
3770,Hanna Aroni And Inca Marina,-0.644
3771,Hannah,-0.9136
3772,Hanne Haller,-0.68396
3773,Hannelore Krehahn,-0.9022
3774,Hannes Kraouml;ger,-0.7922
3775,Hans Albers,-0.854566667
3776,Hans Blum,-0.9852
3777,Hans Dinant,-0.9873
3778,Hans Hartz,-0.81275
3779,Hans Jauuml;rgen Bandauml;umler,-0.9897
3780,Hans Saouml;llner,-0.946261538
3781,Hans Scheibner,-0.9485
3782,Hansen Quartett,-0.9789
3783,Hansen Rebecca,0.7463
3784,Hansi,#N/A
3785,Hansi Hinterseer,-0.89735
3786,Hansl Kraouml;nauer,-0.9136
