id,title,avg_comp_score
5458,Mannoia Fiorella,#N/A
5459,Mano Negra,0.0095
5460,Manoevres In The Dark,0.474822222
5461,Manowar,-0.317572152
5462,Mansun,0.22750625
5463,Mantis,0.02125
5464,Mantissa,0.0772
5465,Manu Chao,0.6486
5466,Manuel,-0.9661
5467,Manuel And Pony,-0.9423
5468,Manuel B,0.9905
5469,Manuela,-0.825891667
5470,Manuela And Wolfgang,-0.7184
5471,Manuela Sauuml;kar,#N/A
5472,Manuela Weiden,-0.5994
5473,Maouml;lltaler,-0.594958824
5474,Maouml;sser And Olias,-0.69655
5475,Mara Kayser,-0.61625
5476,Marc Almond,0.547033333
5477,Marc Andre,-0.9823
5478,Marc Anthony,0.228802
5479,Marc Cohn,0.259733333
5480,Marc De Ville,-0.6637
5481,Marc Seaberg,0.8496
5482,Marcels,0.9867
5483,Marco Borsato,0.5514
5484,Marco M.,#N/A
5485,Marco Masini,-0.333033333
5486,Marcy Brothers,0.343766667
5487,Marcy Playground,-0.169616667
5488,Marduk,-0.456915789
5489,Margot Eskens,-0.9795
5490,Margot Eskens And G.g. Anderson,-0.9485
5491,Margot Werner,-0.9485
5492,Maria And Margot Hellweg,-0.5994
5493,Maria Magdalena,0.9708
5494,Maria Mathis,-0.644
5495,Maria Mckee,0.91125
5496,Maria Vidal,0.8712
5497,Mariah Carey,0.629063636
5498,Mariah Carey And Boyz Ii Men,0.9726
5499,Mariah Carey And Puff Daddy,0.9907
5500,Mariah Carey And Whitney Houston,0.9636
5501,Mariah Carey Feat. Jay-z,0.9764
5502,Mariah Carey Feat. Joe And Nas,0.9971
5503,Mariah Carey Feat. Odb,-0.9186
5504,Mariah Carrey And Boyz Ii Men,0.8819
5505,Marianne And Michael,-0.868225
5506,Marianne Faithfull,-0.0105
5507,Marianne Rosenberg,-0.74995
5508,Marias Basement,-0.296
5509,Marie Andergast And Hans Lang,-0.9674
5510,Marie Myriam,#N/A
5511,Marie Osmond,0.9778
5512,Marie Sonja,0.9934
5513,Marie Teena,0.94895
5514,Marietta,-0.9672
5515,Marillion,0.125348193
5516,Marilyn Manson,-0.32305566
5517,Marilyn Monroe,0.9912
5518,Mario Jordan,-0.8741
5519,Mario Jordon,-0.9155
5520,Mario Mendez,-0.9506
5521,Mario Vogt,-0.9939
5522,Marion,0.09319
5523,Marion And Wolfgang Thomasius,0.0258
5524,Marion Mandauml;rz,#N/A
5525,Mariska Verses,0.8582
5526,Marius Mauuml;ller-westernhagen,-0.53605
5527,Marjo,-0.128
5528,Mark Oh,-0.336466667
5529,Mark Oh Vs. John Davies,-0.9462
5530,Mark Owen,0.9596
5531,Markos Teresa,0.5029
5532,Marks Kenny,-0.5899
5533,Markus,-0.83645
5534,Markus Rauuml;ger,-0.9814
5535,Marky Mark And The Funky Bunch,0.95555
5536,Marky Mark Feat. Prince Ital. Joe,-0.9515
5537,Marlene Dietrich,-0.987933333
5538,Marlene Ricci,0.9743
5539,Marley Bob,-0.4696
5540,Marley Ziggy,0.447277778
5541,Marleys Ghost,0.315875
5542,Maroon 5,-0.155054545
5543,Marry Me Jane,-0.1925
5544,Marschall,-0.4767
5545,Marshall Amanda,0.604416667
5546,Martella Paolo,#N/A
5547,Martha And The Vandellas,0.9322
5548,Marti Webb,0.04605
5549,Martia Bazar,-0.8126
5550,Martika,0.933033333
5551,Martin Abdalla,#N/A
5552,Martin Billie Ray,0.9781
5553,Martin Dean,0.9696
5554,Martin Griffith,0.5924
5555,Martin Keith,0.9935
5556,Martin Mann,-0.9
5557,Martin Marilyn,-0.4939
5558,Martin Pirkl,#N/A
5559,Martin Ricky,-0.58875
5560,Martina Germek,-0.25
5561,Martina Mcbride,0.464538
5562,Martindale Wink,0.9913
5563,Martinelli,-0.7399
5564,Martinez Idelle,0.9468
5565,Martinez Nancy,0.7622
5566,Martinez Roscoe,0.3728
5567,Martini Ranch,0.16983
5568,Martinis,0.9736
5569,Martino Bruno,-0.4098
5570,Marton Sandy,0.9853
5571,Martyn John,0.0083
5572,Martyn John And Beverly,0.4972875
5573,Marusha,#N/A
5574,Marvelous 3,0.4898
5575,Marvin,0.8671
5576,Marvin Gaye,0.91605
5577,Marwan Gedeon,-0.4017
5578,Marx Patr&#237;cia,#N/A
5579,Mary,-0.8316
5580,Mary And Gordy,-0.5994
5581,Mary Black,0.9702
5582,Mary Chapin Carpenter,0.9878
5583,Mary Hopkin,0.8611
5584,Mary J Blige,0.32792
5585,Mary J. Blidge,-0.3918
5586,Mary J. Blige,0.596977778
5587,Mary Mac Gregor,0.9798
5588,Mary Mary,0.596691667
5589,Mary Roos,-0.82233
5590,Mary Roos And David Hanselmann,-0.7205
5591,Mas Hysteria,-0.8698
5592,Mase,0.123122222
5593,Mase (feat. Puff Daddy),0.9009
5594,Mase Mase,0.9188
5595,Mash,-0.22485
5596,Mason Barry,0.8437
5597,Mason Dave,0.9416
5598,Mason Mila,0.438933333
5599,Masque,0.4058
5600,Masquerade,-0.46805
5601,Mass Hysteria,0.177875
5602,Massacra,-0.644576316
5603,Massive Attack,0.271908333
5604,Massive Taouml;ne,-0.8401
5605,Master,-0.385847059
5606,Master P,-0.068817021
5607,Masterboy,0.749733333
5608,Masters Hammer,-0.316195
5609,Masters Of The Obvious,-0.8896
5610,Masters Rick,0.37475
5611,Mastertune,-0.580922222
5612,Matchbox,0.198966667
5613,Matchbox 2,0.1707
5614,Matchbox 20,0.192238095
5615,Matchbox Twenty,0.184031429
5616,Material Issue,-0.8827
5617,Matgot Eskens,-0.8316
5618,Mathieu Mireille,#N/A
5619,Mathis Johnny,0.96838
5620,Mathou,-0.143
5621,Matia Bazar,#N/A
5622,Matmatah,-0.26424
5623,Matt Bianco,0.066425
5624,Mattea Kathy,0.444105128
5625,Matthew Good Band,-0.099912857
5626,Matthew Wilder,0.45385
5627,Matthews Wendy,0.736614286
5628,Matthias Reim,-0.802795
5629,Mau Mau,-0.7456
5630,Maule Brad,-0.13795
5631,Maurane,-0.296
5632,Maurice Williams And The Zodiacs,0.8826
5633,Maurizio Del Fino,-0.223111111
5634,Mauuml;hlenhof Musikanten,-0.9661
5635,Mauuml;nchener Freiheit,-0.9904
5636,Mauuml;nchner Freiheit,-0.838414286
5637,Mavericks,0.55797619
5638,Mavi Sakal,#N/A
5639,Maviss,0.010375
5640,Max,0.085483333
5641,Max Greger,-0.9758
5642,Max Him,-0.8689
5643,Max Q,0.120575
5644,Max Raabe Und Das Palast Orchester,-0.9823
5645,Max Webster,0.095255
5646,Max Werner,0.20295
5647,Maxi And Chris Garden,-0.9805
5648,Maxwell,0.499503846
5649,Maxx,0.886
5650,Maxx Behrendt,#N/A
5651,May,#N/A
5652,May Brian,0.2810125
5653,Mayangsari,#N/A
5654,Maybeez,0.90415
5655,Mayfield Curtis,0.919
5656,Mayhem,-0.583023529
5657,Maywood,0.529533333
5658,Mazelle Kym,0.9412
5659,Mazzy Star,0.252915789
5660,Mc 900 Foot Jesus,0.9118
5661,Mc Adonis,-0.8834
5662,Mc Adonis Featuring Friends,-0.9371
5663,Mc Auley Schenker Group,0.9923
5664,Mc Bathi Feat. Roque Mc,-0.8316
5665,Mc Erik And Barbara,0.9893
5666,Mc Guinness Flint,0.3816
5667,Mc Hammer,0.82255
5668,Mc Lyte,0.00625
5669,Mc Solaar,-0.317164286
5670,Mcauley Schenker Group,0.545125
5671,Mcbride Martina,0.32819
5672,Mccain Edwin,0.244954167
5673,Mccann Lila,0.222066667
5674,Mccartney Paul,0.121490909
5675,Mcclinton Delbert,0.8691
5676,Mccoo Marilyn,0.9447
5677,Mccoy Andy,0.604041667
5678,Mccoy Neal,0.8971
5679,Mccoys,-0.7074
5680,Mccrae George,0.9382
5681,Mccrane Paul,0.91
5682,Mccready Mindy,0.701664286
5683,Mcculloch Ian,0.9287
5684,Mccutcheon John,0.202766667
5685,Mcdermott John,0.8625
5686,Mcdermott Paul,0.972
5687,Mcdonald Steve,0.3672875
5688,Mcdowell Abby,0.01546
5689,Mcentire Reba,0.355775
5690,Mcevoy Eleanor,0.8885
5691,Mcgovern Maureen,0.9961
5692,Mcgraw Tim,0.461291304
5693,Mcguire Barry,-0.9852
5694,Mcguire Michael,0.0033
5695,Mckennitt Loreena,0.447040541
5696,"Mckennitt, Loreena",0.90945
5697,Mckenzie Scott,0.8689
5698,Mckinley,0.31386
5699,Mcknight Brian,0.59134
5700,Mclachlan Sarah,0.4211
5701,Mclaren Malcolm,0.579133333
5702,Mclauchlin Murray,0.7691
5703,Mclean Don,0.8553
5704,Mcnarland Holly,-0.2564
5705,Mcneal Lutricia,0.4750125
5706,Mcphatter Clyde,-0.7812
5707,Mcpherson Jonathan,0.9053
5708,Mcrae Carmen,0.97035
5709,Mcvie Christine,0.407983333
5710,Mcvie John,0.145785714
5711,Md. 45,0.36406
5712,Mdk,-0.7412
5713,Me,#N/A
5714,Mean Green,-0.7681
5715,Meat Beat Manifesto,0.50411
5716,Meat Loaf,0.171161446
5717,Meat Puppets,0.0647
5718,Mebarak Shakira,-0.6808
5719,Mecano,-0.687908333
5720,Medeiros Glenn,0.6162
5721,Meder And Jary,-0.7527
5722,Meder And Lang,-0.8741
5723,Medicine,0.6166
5724,Medium Terzett,-0.8741
5725,Medley Bill,0.59015
5726,Meece David,0.91
5727,Mega City Four,0.128
5728,Megadeth,-0.409972642
5729,Meggy Z,#N/A
5730,Meja,0.617295238
5731,Mekado,0.90235
5732,Mekong Delta,-0.256284211
5733,Mel And Kim,0.8528
5734,Mel B Feat. Missy Elliot,0.3939
5735,Mel Brooks,0.978
5736,Mel Jersey,-0.7059
5737,Mel Torme,0.5859
5738,Melanie,0.540384211
5739,Melanie B,0.93495
5740,Melanie C,0.078666667
5741,Melanie G Feat. Emma `baby`bunton,-0.4934
5742,Melanie G.,0.7177
5743,Melanie Metzlaff And Juliane Richter,#N/A
5744,Melanie Safka,0.8646
5745,Melissa,-0.9455
5746,Melissa Etheridge,0.138675439
5747,Mellencamp John,0.51356
5748,Mellencamp John Cougar,0.419375
5749,"Mellowbag, Freundeskreis, Gentleman",-0.9706
5750,Memes,#N/A
5751,Memphis Bleek,-0.7137875
5752,Men at Work,0.0007
5753,Men The,-0.9429
5754,Men Without Hats,0.639208333
5755,Mendonca Paulo,0.9756
5756,Menken Alan,-0.61795
5757,Mental As Anything,0.451218182
5758,Mental Home,0.01881875
5759,Menthal As Anything,-0.9069
5760,Menudo,#N/A
5761,Menzel Idina,0.777828571
5762,Menzel Peter,0.6892
5763,Mephistopheles,0.12154
5765,Merchant Natalie,0.356727273
5766,Merciless,-0.713133333
5767,Mercurio,-0.4714
5768,Mercury Daniela,0.186116667
5769,Mercury Freddie,0.788775
5770,Mercury Rev,0.274675
5771,Mercyful Fate,-0.433557143
5772,Meredith Brooks,0.9653
5773,Meressin,-0.759308333
5774,Merfen Orange,-0.5788
5775,Merideth Brooks,0.349094444
5776,Merry Clayton,0.5949
5777,Meshuggah,-0.4404
5778,Mess,-0.690966667
5779,Messiah,-0.237259259
5780,Messina Jo Dee,0.399316667
5781,Mest,0.277598182
5782,Metal Church,-0.271997917
5783,Metallica,-0.354134127
5784,Meteors,-0.04955
5785,Method Man,-0.35532
5787,Metin Ilhan,-0.5106
5788,Metro,-0.2286
5789,Mexicanto,-0.3169
5790,Mey Fr&#233;d&#233;rik,-0.122066667
5791,Mey Reinhard,-0.989633333
5792,Mfeo,0.9751
5793,Mia Minx,0.9768
5795,Miami Sound Machine,0.3239
5796,Mic Geronimo,0.924966667
5797,Mica Paris,0.872
5798,Michael Anderson,0.4675
5799,Michael Bolton,0.802318182
5800,Michael Buble,0.94158
5801,Michael Card,-0.9443
5802,Michael Cretu,-0.6174
5803,Michael George,0.017833333
5804,Michael Holm,-0.690064706
5805,Michael Jackson,0.379930612
5806,Michael Larsen,-0.8316
5807,Michael Learns to Rock,0.476076
5808,Michael McDonald,0.3404
5809,Michael Morgen,0.25
5810,Michael Peterson,-0.5927
5811,Michael Polnatzreff,#N/A
5812,Michael Schanze,-0.8696
5813,Michael Stein,-0.9686
5814,Michael W. Smith,0.553182143
5815,Michaela,-0.8625
5816,Michaels Bret,0.9771
5817,Michaels Lee,0.991
5818,Michaels Shawn,0.967
5819,"Michel Pras Feat. Mya, Jesus (aka Ol Dirty Bastard)",0.8064
5820,Michele Torr,#N/A
5821,Michelle,-0.826342857
5822,Michelle Branch,0.199161111
5823,Michelle Shocked,0.9008
5824,Michelle Wright,0.2382
5825,Michigan Marching Band,0.8926
5826,Mick Jagger,0.458485714
5827,Mickey Mouse,0.9828
5828,Mickie Krause,-0.32455
5829,Micky Krause,0.5673
5830,Middle Earth,0.240953846
5831,Middle Of The Road,0.172483333
5832,Midge Ure,0.970366667
5833,Midler Bette,0.783059091
5834,Midnight Oil,-0.2182
5835,Midnight Ure,0.9652
5836,Mighty Joe Plum,-0.3451
5837,Mighty Lemon Drops,0.1531
5838,Mighty Mighty Bosstones,0.159945455
5839,Mighty Raw,-0.1027
5840,Mighty Wah,0.9914
5841,Miguel Brown,0.9734
5842,Miguel Luis,-0.327202778
5843,Miguel Rios,-0.9711
5844,Mijares Manuel,-0.8126
5845,Mikaila,0.532284615
5846,Mike & The Mechanics,0.36725
5847,Mike And The Mechanics,0.416870588
5848,Mike Anthony,0.8999
5849,Mike Batt,-0.1964
5850,Mike Flowers Pops,0.9497
5851,Mike Krauuml;ger,-0.9573125
5852,Mike Mareen,0.93285
5853,Mike Oldfield,0.467742857
5854,Mike Oldfield And Jon Anderson,0.9264
5855,Mike Oldfield maggie Reilly,0.5647
5856,Miko Mission,-0.6072
5857,Mila Mason,0.9709
5858,Milanes Pablo,-0.43572
5859,Milencolin,0.1029
5860,Miles Buddy,0.3134
5861,Miles John,#N/A
5862,Miles Robert,0.358471429
5863,Milestones,-0.9931
5864,Milk And Honey,0.01125
5865,Milla,0.053645455
5866,Milla Jovovich,0.4588
5867,Millencolin,0.18228
5868,Miller Bill,0.085203448
5869,Miller Glenn,0.842
5870,Miller Heather,0.968
5871,Miller Philippe,-0.212245455
5872,Miller Roger,-0.8259
5873,Miller Steve,0.579325
5874,Millet And Gold,0.9274
5875,Milli Vanilli,0.358666667
5876,Mills Irving,0.8556
5877,Milsap Ronnie,0.8968
5878,Milva,-0.680333333
5879,Mina,#N/A
5880,Mindblowers',0.58045
5881,Mindrot,-0.698316667
5882,Mindy Mccready,0.9802
5883,Minekawa Takako,0.339966667
5884,Minelli Lisa,0.5707
5885,Ming Tea,0.9167
5886,Minghi Amedeo,-0.6808
5887,Mini Pigs,#N/A
5888,Minimal Compact,-0.4659625
5889,Ministry,-0.266898462
5890,Mink De Ville,0.9022
5891,Minnelli Liza,0.7596375
5892,Minogue Kylie,0.455433333
5893,Minor Threat,-0.127784615
5894,Minou,-0.9136
5895,Mint Condition,0.904166667
5896,Mint Juleps,0.5499
5897,Minutemen,-0.7717
5898,Miracles,0.499966667
5899,Mireille Mathieu,-0.692282609
5900,Miriam,-0.9855
5901,Misanthrope,-0.1762
5902,Misc,0.292565455
5903,Misdemeanor,-0.120033333
5904,Misfits,-0.628872973
5905,Mish Wlock,#N/A
5906,Miss Angie,0.9261
5907,Miss Jane,0.4939
5908,Miss Saigon,-0.00475
5909,Miss Saigon Musical,-0.34
5910,Mission Uk,0.7053
5911,Missy Elliot,0.9906
5912,Missy Elliott,0.27975
5914,Missy Elliott Feat. Da Brat,-0.984
5915,Missy Misdemeanor Elliott,-0.9028
5916,Mista,0.467283333
5917,Mister President,0.9963
5918,Mistigo Varggoth Darkestra,-0.9496
5919,Mitchell Eddy,0.2869
5920,Mitchell Joni,0.390202899
5921,Mitchell Kim,0.513622222
5922,Mitchell Trio Chad,-0.9698
5923,Mithotyn,-0.136094444
5924,Mitsouko Rita,0.093855556
5925,Mitsuishi Kotono And Tomizawa Michie,-0.2263
5926,Mitteregger,-0.54575
5927,Mix-a-lot Sir,-0.9614
5928,Mixed Emotion,-0.161566667
5929,Mixed Emotions,0.53384
5930,Miyamoto Nobuko,0.1343
5931,Mle,0.6362
5932,Mltr,0.22442
5933,Mmc,0.227118182
5934,Mme@99,-0.5815
5935,Mn 8,0.8701
5936,Mnaga A Zdorp,-0.316697059
5937,Mo Lester,#N/A
5938,Mo Thugs And Family,0.97025
5939,Mobb Deep,-0.3816
5940,Mobiles,0.7351
5941,Moby,0.306317391
5942,Moby Dick,0.436692308
5943,Mocodades,-0.7579
5944,Modena City Ramblers,0.875
5945,Modern English,-0.5267
5946,Modern Sounds,-0.9389
5947,Modern Talking,0.671088
5948,Modest Mouse,-0.088504167
5949,Modugno Domenico,0.9841
5950,Moenia,-0.2732
5951,Moes Kitchen,0.536276923
5952,Moffats,-0.7959
5953,Moffatts,0.525824359
5954,Mog And The Kupos,0.6857
5955,Mohnoton,-0.9136
5956,Moist,-0.16758125
5957,Mol Triffid,0.975
5958,Molejo,-0.2732
5959,Molly Hatchet,0.2092
5960,Molodoi,-0.04253
5961,Moloko,0.221489362
5962,Molotov,-0.6379625
5963,Moments And Whatnauts,0.9904
5964,Mommyheads,0.190233333
5966,Momo Memmel,-0.9136
5968,Momus,0.6249
5969,Mon Thys,-0.8316
5970,Monaghan Bill,0.9984
5971,Monica,0.492663636
5972,Monica (space Jam Soundtrack),0.9472
5973,Monica And Usher,0.9935
5974,Monica Morell,-0.8826
5975,Monifah,0.88716
5976,Monika Morell,#N/A
5977,Monika Wagner,-0.7741
5978,Monkees,0.513305769
5979,Monkey See And Monkey Do,0.9813
5980,Monkeys,0.7269
5981,Monks,-0.34
5982,Mono,-0.3373875
5983,Monolith,0.9836
5984,Monro Matt,0.9595
5985,Monroe Michael,-0.131583333
5986,Monster Blomster,0.46295
5987,Monster Magnet,0.002308333
5988,Montana Billy,0.833
5989,Montaner Ricardo,0.246175
5990,Monte Feat. Ivy,0.7801
5991,Monte Marisa,-0.10015
5992,Montell Jordan,0.92454
5993,Montell Maria,0.9477
5994,Montgomery John Michael,0.47876
5995,Monti Python,0.9649
5996,Monti Special,0.251966667
5997,Montserrat Caballe And Freddie Mercury,0.9817
5998,Monty Python,0.318867568
5999,Monty Pyton,0.869275
6000,Monumentum,-0.334888889
6001,Moody Blues,0.397886567
6002,Moonbeats,-0.8126
6003,Moondog,0.9894
6004,Moondog Jr,-0.1997
6005,Moonpools And Caterpillars,0.332366667
6006,Moonshyne,0.8185
6007,Moonspell,-0.00495
6008,Moore Chante,-0.9547
6009,Moore Christy,0.977475
6010,Moore Gary,-0.128809091
6011,Moore Geoff And The Distance,0.776644444
6012,Moore Thurston,-0.2933
6013,Moore Yvonne,0.9862
6014,Mor,-0.1253
6015,Mor&#237;n Javier,-0.15962
6016,Morandi Gianna,-0.296
6017,Morbid Angel,-0.401955319
6018,Morcheeba,-0.228925
6019,Mordor,-0.079375
6020,More Than Words,0.9919
6021,Morgan Cindy,0.95165
6022,Morgan Lorrie,0.74335
6023,Morgoth,-0.036812
6024,Morissette Alanis,-0.3818
6025,Moritz Peuscel,#N/A
6026,Mork Gryning,-0.9865
6027,Morning Wood,0.852
6028,Morpheus,-0.9971
6029,Morphine,0.296741379
6030,Morpholatria,-0.80395
6031,Morris Albert,0.9263
6032,Morris Gary,0.9818
6033,Morris Jenny,-0.0819
6034,Morris Nathan,0.9896
6035,Morrisey,-0.7993
6036,Morrissey,0.170110606
6037,Mortal,0.148046154
6038,Mortician,-0.536695
6039,Mortification,-0.1266
6040,Mortiis,-0.573022222
6041,Mortimer Bob,0.9869
6042,Mortuary,-0.91045
6043,Mory Kante,#N/A
6044,Moses P.,0.9559
6045,Motaouml;rhead,0.073483333
6046,Mother Love Bone,0.68356
6047,Mother&#180;s Finest,0.9945
6048,Mothers Finest,0.9877
6049,Mothersbaugh Mark,0.4153
6050,Motley Crue,0.149388235
6051,Motorhead,-0.02593
6052,Motorpsycho,-0.084425
6053,Mott The Hoople,0.31472
6054,Mott The Hopple,0.8708
6055,Motta Ed,-0.0533
6056,Mousse T,-0.1869
6057,Mousse T Vs. Hot N Juicy,-0.1869
6058,Moustaki Georges,-0.441185714
6059,Mouth And Mcneal,0.21145
6060,Mouth Music,0.20896
6061,Mouth Smash,0.6231
6062,Move,0.896
6063,Movetron,-0.763125
6064,Movielife,-0.7422
6065,Movies Soundtracks,0.261786957
6066,Moving Hearts,-0.4588
6067,Moxie,0.11
6068,Moxy Fruvos,0.9207
6069,Moxy Fruvous,0.40562381
6070,Moyet Alison,-0.048466667
6071,Mozart,-0.9947
6072,Mr Big,0.422815789
6073,Mr T Experience,0.101907692
6074,Mr. Big,0.791314286
6075,Mr. Bungle,-0.108057143
6076,Mr. Fredo,0.4939
6077,Mr. Greengenes,0.35995
6078,Mr. Hankey,0.9674
6079,Mr. Happy And The Hard Pants,0.893
6080,Mr. Lala,-0.9309
6081,Mr. Mirainga,0.62568
6082,Mr. Mister,-0.029433333
6083,Mr. Muggy,0.094311111
6084,Mr. Oizo,0.296
6085,Mr. President,0.83015
6087,Mr. T Experience,-0.176975
6088,Mr. Walker And The Pimps,0.92585
6089,Mucky Pub,-0.9716
6090,Mucky Pup,-0.16704
6091,Mud,0.093211111
6092,Mudhoney,0.4153
6093,Mudvayne,-0.574827273
6094,Mullets,0.996
6095,Mullins Rich,0.574604
6096,Mullins Shawn,0.3213
6097,"Mullins, Shawn",0.9584
6098,Mulu,0.3208125
6099,Mundanus Imperium,0.587133333
6100,Mungo Jerry,0.692025
6101,Munir Nurettin Selcuk,0.99
6102,Munruthel,#N/A
6103,Muppets,0.650684932
6104,Murderdolls,-0.2923
6105,Murmaids,0.8047
6106,Murmurs,0.5983
6107,Murphy David Lee,0.855925
6108,Murphy Eddie,0.85
6109,Murphy Joe,-0.9
6110,Murphy Peter,0.2187875
6111,Murray Anne,0.836466667
6112,Murray Ben,0.4215
6113,Murray Head,-0.7753
6114,Muse,0.1672
6115,Mushroomhead,0.030484615
6116,Music Explosion,0.3818
6117,Music Instructer,0.8689
6118,Music Instructor,-0.9975
6119,Musical,-0.8316
6120,Musical gaudi,0.9711
6121,Musiikintekia,#N/A
6122,Musikanten Quartett,-0.9708
6123,Musiq Soulchild,0.606032143
6124,Muskelkater,-0.9828
6125,Mustafa Sandal,#N/A
6126,Mustard Plug,0.59943
6127,Mutabor,-0.8434
6128,Mutantes,0.1497375
6129,Mutton Birds,0.463383333
6130,Mxpx,-0.012856552
6131,My Bloody Valentine,0.028021429
6132,My Dying Bride,-0.228153846
6133,My Fair Lady,-0.9646
6134,My Friend Steve,0.7971
6135,My Heiny Dont Shave My Heiny See I,0.9936
6136,My Life With The Thrill Kill Kult,-0.164892593
6137,My Mine,0.90795
6138,My Sisters Machine,0.071254545
6139,My Superhero,0.107991667
6140,My Surface,0.478177778
6141,Mya,0.516546939
6142,Myers Billie,0.4681
6143,Myles Alannah,0.791314286
6144,Myra,0.696845455
6145,Myriam Marie,#N/A
6146,Mysterious Art,-0.9916
6147,Mystic Charm,-0.5703125
6148,Mystic Circle,-0.138688889
6149,Mystifier,0.000685
6150,Mystikal,0.165045161
6151,Mz Hektor,#N/A
6152,N 2 Deep,0.9142
6153,N Sync,0.477856
6154,N Trance,0.9933
6155,N. E. R. D.,0.4215
6156,N. W. a.,-0.9743
6157,N.v.,0.886
6158,N.y. Conz,0.7783
6159,N.y.c.c.,-0.7611
6160,Na Leo Pilimehana,0.925825
6161,Nacha Pop,-0.8205
6162,Nachmann And Olias,-0.8257
6163,Nada Surf,0.153355556
6164,Nadine Norell,-0.9508
6165,Naftali Hertz-imber,#N/A
6166,Nagelfar,-0.89332
6167,Naggaroth Nightmares,0.102488889
6168,Naglfar,-0.465335294
6169,Naidoo Xavier,-0.594525
6170,Nails,0.9828
6171,Nakagawa Dan,0.6124
6172,Naked Aggression,-0.657561538
6173,Naked Earth,0.4965
6174,Naked Eyes,0.8929
6175,Naked Raygun,0.8279
6176,Nana,0.342176923
6177,Nana Mouskouri,-0.77093
6178,Nancy Sinatra And Lee Hazlewood,0.9313
6179,Nanette Scriba,-0.9903
6180,Nanoo,-0.44
6181,Napalm Death,-0.332336154
6182,Nappy Roots,-0.120222222
6183,Narada,0.9763
6184,Nas,-0.014035714
6186,Nascimento Milton,-0.109363636
6187,Nasty Boy Klique,0.9982
6188,Nasty Little Elves,-0.8053
6190,Nasty Savage,0.0335375
6191,Nasum,-0.417722989
6192,Nat King Cole,0.694683019
6193,Natalia Kukulska,-0.6351
6194,Natalie Cole,0.808236538
6195,Natalie Imbruglia,0.102288889
6196,Nate Dogg,0.35380303
6198,Nathanson Matt,-0.7861
6199,Nationalhymne Der Schweiz,-0.9841
6200,Nationalhymne Der Usa,0.9903
6201,Nationalhymne Von aouml;sterreich,-0.7243
6202,Nationalhymne Von Georgien,0.9732
6203,Natives,0.1027
6204,Nativus,-0.5267
6205,Nattvindens Grat,-0.178077778
6206,Natural,0.3582
6207,Naughty By Nature,0.9431
6208,Nautilus Pompilius,#N/A
6209,Nazareth,0.105392157
6210,Nazi Hymne (inoffiziell),-0.4389
6211,Nazz,0.136340625
6212,Ndeg&#233;ocello Meshell,0.978
6213,Neal Casal,0.36191
6214,Nebelschwadenbilder Feat. Udo Lindenberg,-0.9136
6215,Nebulai,0.04145
6216,Necro,-0.983966667
6217,Necromantia,-0.395936
6218,Necrophagia,-0.633247059
6219,Necrophobic,-0.813133333
6220,Ned Washington,0.845
6221,Negativland,-0.102845455
6222,Neglected Fields,-0.033475
6224,Neil Diamond,0.490173438
6225,Neil Sedaka,-0.8781
6226,Neil Vince,0.225177778
6227,Neil Young,0.342684906
6228,Neilds,0.975
6229,Nek,-0.440133333
6230,Nektar,-0.6881
6231,Nelly,0.202340909
6232,Nelly Furtado,0.203718182
6233,Nelson,0.495663636
6234,Nelson Del Castillo,0.9393
6235,Nelson Rick,0.9907
6236,Nelson Ricky,0.577075
6237,Nelson Willie,0.40485
6238,Nena,-0.86566875
6239,Neneh Cherry,0.4591
6240,Neolith,0.21781
6241,Neolithic,0.22398
6242,Neon Philharmonic,0.9481
6243,Nerf Herder,0.306583333
6244,Neros Rome,0.916
6245,Nesby Ann,0.689435714
6246,Nesler Mark,0.9838
6247,Nethino,#N/A
6248,Netinho,0.2577
6249,Neue Heimat,-0.7059
6250,Neurosis,-0.428018182
6251,Neurotic Outsiders,-0.3193
6252,Neutral,-0.172733333
6253,Neutral Milk Hotel,0.7696375
6254,Neve,0.7249
6255,Nevermore,-0.508858333
6256,Neville Aaron,0.899625
6257,Neville Brothers,-0.7838
6258,Neville Robbie,0.8284
6259,New Christie Minstrels,0.3818
6260,New Christy Minstrels,0.9335
6261,New Colony Six,0.94005
6262,New Edition,0.631796296
6263,New Found Glory,0.253566667
6264,New Howard,-0.0519
6265,New Kids on The Block,0.744850909
6266,New Meanies,0.941
6267,New Model Army,0.05523125
6268,New Model Army sullivan,-0.9526
6269,New Monkees,0.03416
6270,New Musik,-0.018605556
6271,New Order,0.150003947
6272,New Power Generation,0.29718
6273,New Radicals,0.335446154
6274,New Seekers,-0.0198
6275,New West,0.489381818
6276,New World,0.617633333
6277,Newbeats,0.9796
6278,Newcomer Carrie,0.345416667
6279,Newell Norman,0.937
6280,"Newton John, Olivia",0.8555
6281,Newton Juice,-0.6456
6282,Newton Wayne,0.981
6283,Newton-john Olivia,0.555541667
6284,Next,0.55160566
6285,Nice And Smooth,0.9757
6286,Nicely Warped Table,-0.9761
6287,Nicholson Gary,-0.9928
6288,Nicht Bekannt,-0.296
6289,Nick Carter,0.063
6290,Nick Cave,0.414515385
6291,Nick Cave And Kyley Minouge,0.9087
6292,Nick Drake,0.5393
6293,Nick Kamen,0.9897
6294,Nick Kershaw,0.57895
6295,Nick Lowe,0.9632
6296,Nick Mackenzie,0.147275
6297,Nick Mckenzie,0.7351
