 ID  ,title,followers_count,genres,popularity,avgcompscore
4498,Megadeth,1307743,"['album rock', 'alternative metal', 'classic rock', 'groove metal', 'hard rock', 'metal', 'nu metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",70,0.3667875
4499,Meggy Z,498,[],14,-0.9643
4500,Meja,4500,[],42,-0.8847
4501,Mekado,240,['classic eurovision'],31,0.9141
4502,Mekong Delta,2680,"['german metal', 'speed metal', 'thrash metal']",16,nan
4503,Mel & Kim,1229,"['new wave pop', 'pop christmas', 'soul christmas']",35,nan
4504,Mel Brooks,3064,"['broadway', 'comic', 'hollywood', 'show tunes']",42,0.9946
4505,Mel Jersey,105,[],7,0.381435
4506,Mel Tormé,47332,"['adult standards', 'big band', 'cabaret', 'christmas', 'cool jazz', 'easy listening', 'jazz', 'jazz blues', 'jazz christmas', 'lounge', 'stride', 'swing', 'vocal jazz']",52,0.77035
4507,Melanie Martinez,2645862,['pop'],74,0.696466667
4508,Mel B,25626,['europop'],33,-0.7529
4509,Melanie C,85524,"['bubblegum dance', 'dance pop', 'europop', 'new wave pop']",55,0.4939
4510,Mel B,25626,['europop'],33,0.9926
4511,Melanie Safka,8419,[],28,-0.9761
4512,Melissa Helser,8887,"['deep ccm', 'worship']",58,0.31453913
4513,Melissa Etheridge,121608,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",54,0.26015
4514,John Mellencamp,284424,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'pop christmas', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",67,-0.9716
4515,John Mellencamp,284424,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'pop christmas', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",67,0.343658824
4516,Memes,1427,[],12,-0.4767
4517,Memphis Bleek,76980,"['crunk', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",47,0.966666667
4518,Men At Work,271383,"['album rock', 'australian alternative rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",68,0.96598
4519,The Men,13352,"['brooklyn indie', 'dance-punk', 'freak folk', 'garage psych', 'gbvfi', 'indie punk', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore', 'preverb']",40,0.9736
4520,Men Without Hats,31148,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",54,0.7901
4521,Paulo Mendonca,8784,[],43,0.073433333
4522,Alan Menken,45633,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes', 'soundtrack']",63,0.576984314
4523,Mental As Anything,32819,"['australian alternative rock', 'australian pop']",47,0.089066667
4524,Mental Home,125,['gothic doom'],2,-0.2565
4525,Menudo,69506,"['latin', 'latin pop']",49,0.8971
4526,Idina Menzel,139002,"['broadway', 'christmas', 'hollywood', 'pop christmas', 'post-teen pop', 'show tunes']",71,0.1856
4527,Peter Menzel,2,[],3,0.9937
4528,Mephistopheles,399,[],3,0.86465
4530,Natalie Merchant,108493,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",54,-0.7906
4531,Merciless,656,['swedish metal'],21,-0.059111111
4532,Steven Mercurio,176,[],46,-0.141952632
4533,Daniela Mercury,87189,"['axe', 'baile pop', 'bossa nova', 'mpb', 'pagode', 'samba']",52,0.8924
4534,Freddie Mercury,771142,['glam rock'],54,0.627085714
4535,Mercury Rev,40556,"['alternative rock', 'art rock', 'britpop', 'chamber pop', 'dream pop', 'indie rock', 'lo-fi', 'madchester', 'melancholia', 'neo-psychedelic', 'noise pop', 'shoegaze', 'singer-songwriter', 'slow core']",44,0.88972
4536,Mercyful Fate,80068,"['album rock', 'death metal', 'doom metal', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'thrash metal']",45,0.344866667
4537,Meredith Brooks,28732,"['lilith', 'new wave pop', 'pop rock']",55,-0.9852
4538,Meressin,30,[],0,0.9432
4539,Merfen Orange,59,['mundart'],4,0.9963
4540,Merry Clayton,9967,[],45,0.9518
4541,Meshuggah,212167,"['alternative metal', 'death metal', 'djent', 'funk rock', 'groove metal', 'jazz metal', 'mathcore', 'melodic death metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']",56,-0.8765
4542,Fitzy Mess,247,[],23,0.328169697
4543,Messiah,34228,"['reggaeton flow', 'trap latino']",64,0.1491
4544,Jo Dee Messina,154195,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road']",56,-0.771943333
4545,Mest,28458,"['emo', 'pop punk', 'skate punk']",43,0.6946
4546,Metal Church,62016,"['crossover thrash', 'glam metal', 'groove metal', 'hard rock', 'metal', 'neo-trad metal', 'nwobhm', 'rock', 'speed metal', 'thrash metal']",42,nan
4547,Metallica,6053297,"['album rock', 'alternative metal', 'classic rock', 'hard rock', 'metal', 'nu metal', 'post-grunge', 'rock', 'speed metal', 'thrash metal']",83,0.4341
4548,The Meteors,25853,"['horror punk', 'psychobilly', 'pub rock', 'rockabilly']",40,-0.7543
4549,Method Man,474460,"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68,-0.398992308
4550,Metin İlhan Ve Vokal Grubu,1,[],0,-0.836405263
4551,Metro Boomin,512010,"['rap', 'southern hip hop', 'trap music']",87,0.9705
4552,Mexicanto,13156,"['cantautor', 'nueva cancion', 'trova']",39,0.9393
4553,Reinhard Mey,39965,"['german pop', 'kabarett', 'liedermacher']",49,0.1797
4554,Mia Minx,4,[],2,-0.5882625
4555,Miami Sound Machine,32300,['new wave pop'],55,0.8452
4556,Mic Geronimo,9164,"['hardcore hip hop', 'hip hop']",32,-0.0714
4557,Mica Paris,6463,[],37,0.9763
4558,Anderson Michael,14,[],40,0.78615
4559,Michael Bolton,346096,"['adult standards', 'mellow gold', 'soft rock']",66,0.9851
4560,Michael Bublé,2446551,"['adult standards', 'canadian pop', 'lounge', 'neo mellow', 'pop christmas']",76,0.8971
4561,Michael Card,15403,"['ccm', 'christian christmas', 'christian music', 'christian relaxative', 'deep christian rock', 'rosary', 'worship']",45,0.9985
4562,Michael Cretu,3568,['italian disco'],30,-0.689258824
4563,George Michael,779267,"['boy band', 'dance pop', 'dance rock', 'new wave pop', 'pop christmas']",74,0.9844
4564,Michael Holm,5155,"['schlager', 'volksmusik']",37,0.4404
4565,Michael Jackson,4722356,"['dance pop', 'pop', 'pop christmas']",84,0.23805
4566,Michael Larsen,0,[],0,0.305316667
4567,Michael Learns To Rock,130620,"['boy band', 'danish pop']",61,-0.70645
4568,Michael McDonald,114665,"['mellow gold', 'pop christmas', 'soft rock', 'soul christmas']",57,-0.1531
4569,Michael J. Morgen,6,[],0,-0.24346
4570,Michael Peterson,8352,"['country', 'country road']",33,0.9766
4571,Michael Schanze,158,[],9,nan
4572,Kyle Dixon & Michael Stein,26241,['soundtrack'],63,0.9842
4573,Michael W. Smith,174755,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian relaxative', 'christian rock', 'worship']",61,-0.211466667
4574,Michaela Dietz,438,[],50,-0.9295
4575,Bret Michaels,12574,"['glam metal', 'sleaze rock']",37,0.577125
4576,Lee Michaels,2304,['southern rock'],30,-0.9864
4577,Shawn Michaels,1881,[],1,-0.21548
4578,Michèle Torr,4904,['ye ye'],29,0.07994
4579,Michelle Williams,718,['hollywood'],75,-0.9643
4580,Michelle Branch,196410,"['candy pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",60,0.8807
4581,Michelle Wright,2849,"['canadian country', 'country christmas', 'country dawn']",26,0.661116667
4582,Michigan State University Spartan Marching Band,1029,"['college marching band', 'marching band']",25,-0.19952
4583,Mick Jagger,121295,[],54,0.293655556
4584,Mickey Mouse,4826,"[""children's music"", 'disney', 'kids dance party', 'movie tunes']",42,-0.4344
4585,Mickie Krause,46389,"['discofox', 'german pop', 'german pop rock', 'pop house']",59,nan
4586,Middle Earth,4,[],0,0.615758333
4587,Middle Of The Road,16175,[],43,0.9994
4588,Midge Ure,21762,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",46,-0.9643
4589,Bette Midler,145510,"['adult standards', 'cabaret', 'mellow gold', 'show tunes']",57,-0.21369375
4590,Midnight Oil,199441,"['australian alternative rock', 'australian pop', 'dance rock']",61,0.260766667
4591,The Mighty Lemon Drops,5102,"['c86', 'madchester']",24,-0.511866667
4592,The Mighty Mighty Bosstones,104294,"['boston rock', 'heavy christmas', 'punk', 'punk christmas', 'ska', 'ska punk', 'skate punk']",56,0.2418
4593,The Mighty Wah!,1518,[],18,-0.792
4594,Miguel Picasso & Rebeka Brown,8,[],1,-0.6066
4595,Luis Miguel,1038259,"['bolero', 'latin', 'latin christmas', 'latin pop', 'mariachi']",80,0.402461905
4596,Miguel Rios,57080,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']",54,-0.1564
4597,Manuel Mijares,102719,"['bolero', 'grupera', 'latin', 'latin pop', 'ranchera']",53,0.8426
4598,Mikaila Delgado,18,[],23,0.180666667
4599,Mike & The Mechanics,112282,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",60,0.4552
4600,Mike & The Mechanics,112282,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",60,0.783148148
4601,Mike Anthony,249,['lovers rock'],14,-0.8591
4602,Mike Batt,2355,[],43,-0.9831
4603,The Mike Flowers Pops,1604,['comic'],25,0.257214286
4604,Mike Mareen,1633,['italian disco'],29,0.9727
4605,Mike Oldfield,192689,"['album rock', 'art rock', 'celtic', 'new age', 'progressive rock', 'symphonic rock']",60,0.2023
4606,Miko Mission,2903,['italian disco'],32,0.8741
4607,Mila Mason,740,"['country dawn', 'deep contemporary country']",8,0.9451
4608,Pablo Milanés,129319,"['bolero', 'cantautor', 'nueva cancion', 'trova']",55,0.9806
4609,Buddy Miles,9804,"['classic funk rock', 'funk', 'soul christmas']",37,-0.855
4610,John Miles,6665,[],40,-0.855
4611,Robert Miles,60545,"['eurodance', 'trance']",56,0.9956
4612,Milestones,6336,['anthem emo'],39,nan
4613,Milk & Honey,1175,[],19,-0.4215
4614,Cuarto de Milla,614,[],33,-0.32775
4615,Milla Jovovich,5151,[],22,-0.296
4616,Millencolin,164698,"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk']",59,0.9962
4617,Bill Miller,1263,['native american'],35,0.316633333
4618,Glenn Miller,157620,"['adult standards', 'big band', 'cabaret', 'christmas', 'easy listening', 'jazz christmas', 'lounge', 'swing', 'vocal jazz']",58,nan
4619,Heather Miller,34,[],0,0.18011875
4620,Roger Miller,44450,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country', 'traditional folk', 'western swing']",53,-0.07145
4621,Steve Miller Band,548842,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",68,-0.927
4622,Milli Vanilli,68344,"['boy band', 'hip house', 'new wave pop']",51,-0.7351
4623,Irving Mills,89,[],24,0.20972
4624,Ronnie Milsap,96885,"['country', 'country christmas', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",52,-0.95045
4625,Milva,4487,['classic italian pop'],34,-0.879272727
4626,Mina,101778,"['italian pop', 'ye ye']",57,nan
4627,The Mindblowers,2,[],0,-0.8985
4628,Mindrot,373,[],4,0.9355
4629,Mindy McCready,67408,"['contemporary country', 'country', 'country dawn']",37,nan
4630,Takako Minekawa,3411,"['j-dance', 'shibuya-kei']",24,-0.81335
4631,Amedeo Minghi,11805,"['classic italian pop', 'italian pop']",45,-0.9558
4632,Mini Pigs,8,[],0,-0.5994
4633,Minimal Compact,2369,[],20,-0.296
4634,Ministry,144414,"['alternative metal', 'groove metal', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']",54,-0.085925
4635,Liza Minnelli,42914,"['adult standards', 'cabaret', 'hollywood', 'show tunes']",45,-0.2732
4636,Kylie Minogue,519555,"['australian dance', 'australian pop', 'dance pop', 'disco house', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop christmas', 'pop rock', 'synthpop']",71,0.6992
4637,Minor Threat,104179,"['crossover thrash', 'hardcore punk', 'melodic hardcore', 'post-hardcore', 'punk', 'ska punk', 'skate punk', 'straight edge']",51,nan
4638,Minou ,849,[],18,-0.815128125
4639,Mint Condition,220406,"['classic funk rock', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",55,-0.9809
4640,Mint Juleps,137,[],5,-0.561036364
4641,Minutemen,48761,"['alternative rock', 'dance rock', 'experimental', 'experimental rock', 'garage rock', 'gbvfi', 'grunge', 'hardcore punk', 'indie rock', 'lo-fi', 'math rock', 'neo-psychedelic', 'no wave', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'psychedelic rock', 'punk', 'punk blues', 'uk post-punk']",49,nan
4642,Smokey Robinson & The Miracles,322661,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']",61,-0.239595
4643,Mireille Mathieu,20582,"['cabaret', 'chanson', 'world christmas']",45,0.304257143
4644,Miriam Bryant,82348,"['swedish folk pop', 'swedish idol pop', 'swedish pop']",63,0.9428
4645,Misanthrope,771,[],11,0.8678
4646,Misc.,277,[],23,0.9939
4647,Misdemeanor,55,[],2,nan
4648,Misfits,408701,"['horror punk', 'punk', 'punk christmas', 'rock', 'skate punk']",64,0.5106
4649,Miss Angie,758,['deep christian rock'],9,-0.804713333
4650,Miss Jane,756,[],27,0.645883333
4651,Miss Saigon Original Cast,9618,['hollywood'],48,nan
4652,The Mission UK,6809,[],22,0.85785
4653,"SEAN PAUL, MISSY ELLIOT & BUSTA RHYMES",216,[],11,0.17335
4654,Missy Elliott,711416,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",75,-0.9686
4655,Missy Misdemeanor Elliott,420,[],14,0.722633333
4656,Mista Cain,10892,"['deep southern trap', 'deep trap']",38,0.5124
4657,Mister President,99,[],0,-0.816
4658,Mistigo Varggoth Darkestra,109,[],2,0.8885
4659,Eddy Mitchell,36582,"['cabaret', 'chanson', 'french pop']",51,0.9608
4660,Joni Mitchell,347866,"['canadian pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'roots rock', 'singer-songwriter', 'traditional folk']",65,0.6214025
4661,Kim Mitchell,13767,['canadian indie'],39,0.423357143
4662,Chad Mitchell Trio,1366,[],18,-0.0201
4663,Mithotyn,3556,"['folk metal', 'viking metal']",18,0.898
4664,Les Rita Mitsouko,28351,"['cabaret', 'chanson', 'french rock']",45,nan
4665,Herwig Mitteregger,929,['neue deutsche welle'],19,0.399609091
4666,Sir Mix-A-Lot,118890,"['gangster rap', 'hip hop', 'hip house', 'miami bass', 'old school hip hop', 'rap']",56,0.5487
4667,Mixed Emotion,1,[],0,0.267366667
4668,Mixed Emotions,207,[],9,-0.3234625
4669,Nobuko Miyamoto,11,[],3,-0.755545455
4670,mLe,25,[],1,0.9896
4671,Michael Learns To Rock,130620,"['boy band', 'danish pop']",61,0.701064
4672,Maximus MMC,703,['vapor twitch'],22,-0.00255
4673,Mme 99,1,[],0,-0.071975
4674,Mnaga A Zdorp,4349,"['czech folk', 'czech rock', 'slovak pop']",39,0.8161
4675,Mobb Deep,458356,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",70,0.3474
4676,Mobiles,81,[],8,0.221036364
4677,Moby,803509,"['downtempo', 'electronic']",72,-0.0311
4678,Moby Dick,111,[],13,0.9916
4679,Modena City Ramblers,56964,"['italian hip hop', 'italian pop']",53,0.9822
4680,Modern English,35084,"['dance rock', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']",50,0.599004762
4681,The Modern Sounds,64,[],7,0.337108
4682,Modern Talking,174880,"['eurodance', 'europop', 'german pop', 'soul christmas']",62,0.87365
4683,Modest Mouse,722671,"['alternative rock', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'pop rock']",69,0.9695
4684,Domenico Modugno,39895,"['classic italian pop', 'italian pop']",50,0.4105
4685,Mœnia,254321,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'rock en espanol']",64,0.296275
4686,Moe's Kitchen,46,[],0,0.584238
4687,The Moffatts,32480,"['boy band', 'canadian pop', 'dance pop', 'pop rock']",47,0.950225
4688,Moist Desert,398,[],38,0.494807692
4689,Molejo,81454,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",54,-0.7109
4690,Molly Hatchet,117291,"['album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'soft rock', 'southern rock']",49,0.9966
4691,Molodoi,242,['french punk'],3,0.9699
4692,Moloko,141204,"['alternative dance', 'big beat', 'disco house', 'electronic', 'synthpop', 'trip hop']",55,-0.9147
4693,Molotov,883676,"['latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'rock en espanol']",68,0.12165
4694,The Mommyheads,300,[],6,-0.288166667
4695,Momus,3961,"['chamber pop', 'folk christmas', 'indie christmas', 'shibuya-kei']",30,0.665142857
4696,"Bill Monaghan, Jim Monaghan",0,[],0,0.616345161
4697,Monica,682888,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'quiet storm', 'r&b', 'urban contemporary']",65,0.533123529
4698,Monifah,76278,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",41,0.9786
4699,Monika Wagner,0,[],0,0.496880556
4700,The Monkees,266347,"['boy band', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock']",63,-0.21155
4701,Arctic Monkeys,5323132,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'sheffield indie']",84,0.9916
4702,Monks Of The Abbey Of Notre Dame,9925,['monastic'],46,0.662755556
4703,MONO,67924,"['downtempo', 'instrumental post rock', 'post rock']",41,-0.2023
4704,Monolith,587,[],8,0.297433333
4705,Matt Monro,64197,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge']",51,0.379808333
4706,Michael Monroe,14677,"['glam metal', 'sleaze rock']",36,-0.8702
4707,Monster Blomster,42,[],3,-0.9708
4708,Monster Magnet,77022,"['alternative metal', 'garage rock', 'grunge', 'hard rock', 'rap rock', 'rock', 'stoner metal', 'stoner rock']",52,0.24035
4709,Billy Montana,20,[],0,0.1495
4710,Ricardo Montaner,740384,"['latin', 'latin pop', 'tropical']",71,0.69475
4711,Marisa Monte,584929,"['bossa nova', 'mpb', 'samba']",66,-0.9449
4712,Montell Jordan,188767,"['dance pop', 'hip pop', 'new jack swing', 'pop christmas', 'r&b', 'rap', 'soul christmas', 'urban contemporary']",60,0.8796
4713,Maria Montell,610,"['classic danish pop', 'danish pop rock']",23,0.48657
4714,John Michael Montgomery,244656,"['contemporary country', 'country', 'country christmas', 'country road', 'traditional country']",60,-0.1531
4715,Monty Python,50363,['comic'],49,0.1435
4716,Monty Pyton,3,[],0,0.987
4717,Monumentum,296,['italian metal'],4,-0.9892
4718,The Moody Blues,238258,"['album rock', 'art rock', 'british blues', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'pop christmas', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",61,0.5941
4719,Moonbeats,88,[],9,0.3561
4720,Moondog,38096,"['bow pop', 'compositional ambient', 'exotica', 'experimental', 'fourth world', 'free improvisation', 'laboratorio', 'lounge', 'minimal', 'outsider']",44,0.94845
4721,Moonpools & Caterpillars,2983,['pinoy alternative'],26,0.625466667
4722,MoonShyne,8,[],0,-0.223988889
4723,Moonspell,72695,"['gothic metal', 'gothic symphonic metal', 'melodic death metal', 'metal', 'pagan black metal', 'symphonic black metal', 'symphonic metal']",47,0.5267
4724,Chanté Moore,113607,"['hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",46,-0.968766667
4725,Christy Moore,45829,"['celtic', 'irish folk']",54,0.441987097
4726,Gary Moore,176199,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']",57,-0.438790909
4727,Geoff Moore & The Distance,3842,"['ccm', 'christian music', 'deep christian rock']",25,-0.2263
4728,Thurston Moore,34636,"['alternative rock', 'experimental rock', 'indie rock', 'lo-fi', 'no wave', 'noise pop', 'noise rock', 'post-punk']",37,-0.29985
4729,Yvonne Moore,36,[],4,0.1346
4730,Alon Mor,3094,[],38,0.40556
4731,Morbid Angel,115560,"['black metal', 'brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'hard rock', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",47,-0.9457
4733,Morcheeba,301632,"['acid jazz', 'big beat', 'bmore', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",61,0.9396
4734,Mordor,91,[],3,-0.2259
4735,More Than Words,2260,[],18,0.3129
4736,Cindy Morgan,3788,['deep christian rock'],24,-0.228476923
4737,Lorrie Morgan,90791,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'nashville sound', 'traditional country']",46,0.8481
4738,Morgoth,7448,"['death metal', 'deathgrind']",22,0.008966667
4739,Alanis Morissette,848684,"['alternative rock', 'canadian pop', 'dance pop', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']",70,0.1732
4740,Mörk Gryning,1701,['dark black metal'],14,-0.8439
4741,Morning Wood,30,[],0,0.199773585
4742,Morpheus,146,[],10,0.15515
4743,Morphine,100472,"['alternative rock', 'boston rock', 'funk rock', 'garage rock']",52,nan
4744,Morris Albert,3249,[],33,-0.66185
4745,Gary Morris,3673,['nashville sound'],24,-0.9821
4746,Jenny Morris,5255,"['australian pop', 'kiwi rock']",33,0.155133333
4747,Nathan Morris,58,['guitar case'],1,0.9929
4748,Asia Morrisey,6,[],0,-0.421916667
4749,Morrissey,422101,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock']",65,0.58906
4750,Unknown Mortal Orchestra,266170,"['alternative dance', 'chillwave', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'portland indie', 'shimmer pop']",65,0.9889
4751,Mortician,9763,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']",30,0.558957143
4752,Mortification,8624,"['christian hardcore', 'christian metal', 'christian punk', 'unblack metal']",25,-0.240933333
4753,Mortiis,8862,"['dark ambient', 'industrial metal', 'neoclassical']",29,0.056148936
4754,Mortuary,132,['grim death metal'],3,-0.297986813
4755,Mory Kanté,5420,"['afropop', 'mande pop', 'west african jazz', 'world']",36,0.799828571
4756,P. Moses,42,[],0,0.923
4757,Mother Love Bone,85848,"['alternative metal', 'alternative rock', 'funk metal', 'grunge', 'post-grunge', 'rock']",49,-0.4856
4758,Mother's Finest,10045,['classic funk rock'],37,0.047460976
4759,Mark Mothersbaugh,8375,['soundtrack'],53,0.146917391
4760,Mötley Crüe,1030524,"['album rock', 'alternative metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'post-grunge', 'rock', 'sleaze rock']",69,0.150493548
4761,Motörhead,1066816,"['album rock', 'alternative metal', 'classic rock', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'wrestling']",67,0.378278571
4762,Motorpsycho,20096,"['jazz metal', 'norwegian indie', 'norwegian pop', 'norwegian rock']",38,0.6533
4763,Mott The Hoople,53502,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'folk rock', 'glam rock', 'hard rock', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'symphonic rock']",51,0.8777
4764,Ed Motta,53545,"['bossa nova', 'mpb', 'samba']",47,0.73355
4765,Mousse T.,5280,"['disco house', 'vocal house']",51,-0.0057
4766,Georges Moustaki,36795,"['cabaret', 'chanson']",47,0.070110526
4767,Mouth Music,401,[],11,0.376024528
4768,Smash Mouth,287073,"['heavy christmas', 'pop christmas', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']",71,0.9313
4769,New Move,711,['portland indie'],28,0.6533
4770,Movetron,5090,"['eurodance', 'finnish dance pop', 'finnish pop']",46,-0.275288889
4771,The Movielife,11703,"['alternative emo', 'emo', 'melodic hardcore', 'pop punk']",38,0.6534
4772,Moving Hearts,2316,"['celtic', 'celtic rock', 'irish folk']",24,0.4243
4773,Moxie,1143,[],45,0.3818
4774,Moxy Fruvous,3056,['canadian indie'],26,-0.847566667
4775,Alison Moyet,85167,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",52,0.256395833
4776,Wolfgang Amadeus Mozart,1894031,"['classical', 'classical christmas', 'classical era']",75,0.4887625
4777,Mr. Big,138552,"['album rock', 'glam metal', 'hard rock', 'rock']",59,0.972
4778,The Mr. T Experience,5336,"['heavy christmas', 'power-pop punk', 'punk christmas']",28,0.967066667
4779,Mr. Big,138552,"['album rock', 'glam metal', 'hard rock', 'rock']",59,0.011575
4780,Mr. Bungle,79826,"['alternative metal', 'funk metal', 'funk rock', 'jazz metal']",44,0.47105
4781,Mr. Hankey,244,[],11,0.427726761
4782,Mr. Lala,0,[],1,0.3182
4783,Mr. Mirainga,40,[],0,0.7845
4784,Mr. Mister,97443,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",59,0.9682
4785,Mr. Oizo,82240,"['disco house', 'electro house', 'electronic', 'filter house', 'new rave', 'ninja']",48,0.161066667
4786,Mr. President,22103,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']",54,0.8777
4787,The Mr. T Experience,5336,"['heavy christmas', 'power-pop punk', 'punk christmas']",28,0.4019
4788,Mucky Pup,2945,"['crossover thrash', 'funk metal', 'rap rock']",21,-0.375142105
4789,Mud Digger,75728,['redneck'],51,0.596614286
4790,Mudhoney,74367,"['alternative rock', 'garage rock', 'grunge', 'noise rock', 'post-hardcore', 'punk', 'rock']",45,-0.8726
4792,Mudvayne,444224,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",63,0.7049
4793,The Mullets,61,[],2,-0.8741
4794,Rich Mullins,32374,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'deep christian rock', 'worship']",43,-0.8779
4795,Shawn Mullins,18138,['pop rock'],47,-0.88376
4796,Shawn Mullins,18138,['pop rock'],47,-0.2288
4797,Mulu,237,[],7,-0.5994
