title,followers_count,genres,popularity
Lead into Gold,386,"['industrial', 'industrial rock']",3
Leæther Strip,5964,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial', 'industrial metal', 'industrial rock']",28
Leah Andreone,688,['lilith'],14
Leandro & Leonardo,194400,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",55
Leandro & Leonardo,194400,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",55
Vicky Leandros,13686,"['europop', 'schlager', 'volksmusik']",45
LeAnn Rimes,285121,"['contemporary country', 'country', 'country christmas', 'country dawn', 'dance pop', 'europop', 'pop christmas', 'pop rock']",63
Leapy Lee,323,[],19
Amanda Lear,9052,['italian disco'],36
Denis Leary,11646,"['comedy', 'comic']",36
Leæther Strip,5964,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial', 'industrial metal', 'industrial rock']",28
Lebo M.,7636,"['disney', 'movie tunes']",61
Led Zeppelin,4387063,"['album rock', 'british blues', 'classic rock', 'hard rock', 'rock']",81
Chris LeDoux,124807,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",56
Alvin Lee,30265,"['blues-rock', 'british blues', 'classic rock', 'electric blues', 'modern blues', 'pub rock', 'southern rock', 'texas blues']",40
Lee Ann Womack,174059,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'country road', 'traditional country']",56
Ben Lee,22810,"['australian alternative rock', 'pop rock']",49
Brenda Lee,72566,"['adult standards', 'brill building pop', 'christmas', 'country christmas', 'easy listening', 'lounge', 'nashville sound', 'rockabilly', 'traditional country']",55
Curtis Lee,1311,['doo-wop'],30
Dickie Lee,131,[],9
Lee Majors,3568,"['hyphy', 'west coast trap']",30
Lee Marrow,836,['italian disco'],23
Lee Marvin,1530,[],29
Peggy Lee,130718,"['adult standards', 'cabaret', 'christmas', 'jazz blues', 'jazz christmas', 'lounge', 'swing', 'vocal jazz']",57
Lee Reed,24,[],0
Treal Lee and Prince Rick,1036,[],20
Rita Lee,264701,"['baile pop', 'bossa nova', 'mpb', 'samba']",58
Lee Rocker,8324,"['psychobilly', 'rock-and-roll', 'rockabilly']",38
Gene Lees,10,['bossa nova jazz'],20
The Left Banke,5647,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']",31
Left Hand Solution,304,['gothic doom'],6
Lefthanded,7658,['malaysian pop'],33
Legenda Aurea,1946,"['gothic metal', 'gothic symphonic metal', 'symphonic metal']",28
The Legendary Pink Dots,10117,"['dark wave', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'industrial rock', 'martial industrial', 'neofolk']",28
Legião Urbana,1356871,"['brazilian punk', 'mpb']",69
Michel Legrand,14831,"['chanson', 'classic soundtrack']",53
Tom Lehrer,18779,['comic'],40
Leif Garrett,6006,"['bubblegum pop', 'disco', 'soul christmas']",33
Leila Negra,62,['classic schlager'],10
Peter Alexander & Leila Negra,5,[],0
Leinemann,49,[],16
Jean Leloup,35507,['quebecois'],48
Lynda Lemay,16670,"['chanson', 'french pop']",43
The Lemon Pipers,5338,"['bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']",34
The Lemonheads,72420,"['alternative pop', 'alternative rock', 'boston rock', 'britpop', 'indie rock', 'jangle pop', 'lilith', 'lo-fi', 'madchester', 'pop rock', 'power pop', 'singer-songwriter']",53
Kristin Lems,38,[],1
Len,2692,[],52
Lena Andersson,1193,['vintage swedish pop'],26
Lena Horne,18721,"['adult standards', 'cabaret', 'christmas', 'jazz christmas', 'lounge', 'vocal jazz']",42
Lene Marlin,26054,['norwegian pop'],51
Leningrad Cowboys,8361,"['finnish metal', 'suomi rock']",34
John Lennon,1433777,"['album rock', 'art rock', 'classic rock', 'folk christmas', 'folk rock', 'mellow gold', 'pop christmas', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",69
Julian Lennon,20485,[],39
Annie Lennox,310749,"['dance pop', 'folk', 'folk christmas', 'lilith', 'mellow gold', 'new romantic', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter', 'soft rock']",64
Lenny Kravitz,1040740,"['permanent wave', 'pop rock', 'rock']",70
Leo Sayer,63136,"['adult standards', 'bubblegum pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'soft rock']",53
Leon Bridges,469450,"['funk', 'modern blues', 'soul']",72
Leon Haywood,2754,['deep funk'],37
Leon McAuliffe,84,"['cowboy western', 'vintage western', 'western swing']",4
Tasha Cobbs Leonard,37000,['gospel'],61
Leonard Cohen,789920,"['folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter']",69
Leonardo's Bride,1226,['australian pop'],27
Alan Jay Lerner,139,['tin pan alley'],20
Leroy Gomez,145,[],29
Les BB,5055,"['chanson quebecois', 'quebecois']",38
Les Claypool,43247,"['funk metal', 'funk rock']",37
Les Colocs,23965,['quebecois'],44
Les Copains,4,[],0
Les Humphries Singers,5182,[],38
Les McKeown,149,[],6
Les Misérables Cast,129292,"['hollywood', 'show tunes']",59
Les Negresses Vertes,15012,['french rock'],38
Les Sultans,423,['chanson quebecois'],14
Les Thugs,1139,[],21
Les Vrp,6188,"['french folk pop', 'french reggae', 'french rock']",28
Les Visible,6,[],0
Juice Leskinen,22315,"['classic finnish pop', 'classic finnish rock', 'suomi rock']",45
Lesley Hamilton,1,[],0
Less Than Jake,145819,"['pop punk', 'pop rock', 'punk', 'ska', 'ska punk', 'skate punk']",59
Let Loose,1793,[],27
Letters To Cleo,26357,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']",45
Level 42,130311,"['art rock', 'dance rock', 'disco', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']",57
Levellers,31517,"['britpop', 'celtic rock', 'madchester']",46
Levert,167093,"['classic funk rock', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']",47
Grover Levy,84,[],4
Barbara Lewis,16145,"['brill building pop', 'chicago soul', 'motown', 'northern soul']",44
Crystal Lewis,22960,"['ccm', 'christian christmas', 'christian music']",38
Donna Lewis,18141,"['folk christmas', 'new wave pop', 'pop christmas']",54
Gary Lewis & The Playboys,26703,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'christmas', 'folk rock', 'merseybeat', 'rock-and-roll']",40
Huey Lewis & The News,281448,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",66
Jerry Lee Lewis,213091,"['adult standards', 'brill building pop', 'christmas', 'piano rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'traditional country']",59
LFO,15391,[],48
LFO,15391,[],48
Lian Ross,2265,['italian disco'],26
Liane Augustin,15,['classic schlager'],1
Liar Of Golgotha,148,"['deep symphonic black metal', 'symphonic black metal']",1
Liberty X,30334,"['bubblegum dance', 'dance pop', 'europop']",42
Liebe,292,['doujin'],6
Liege Lord,3274,"['neo-trad metal', 'nwobhm', 'nwothm', 'speed metal']",16
Life Of Agony,27468,"['alternative metal', 'groove metal', 'hardcore', 'rap metal', 'rap rock']",41
Life Sex & Death,617,[],13
Lifehouse,718092,"['alternative metal', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']",69
Lifer,2109,[],14
Luciano Ligabue,4289,[],34
Gordon Lightfoot,142553,"['album rock', 'canadian country', 'canadian pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",59
Lighthouse Family,133018,"['europop', 'neo mellow', 'new wave pop']",58
The Lightning Seeds,37230,"['britpop', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",48
Lil' Kim,351717,"['dance pop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",69
Lil' Mo,58178,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",58
Lila McCann,16557,"['contemporary country', 'country', 'country christmas', 'country dawn']",32
Lillian Axe,5288,"['glam metal', 'hard rock', 'sleaze rock']",25
Lillix,8196,"['candy pop', 'power-pop punk']",28
Lilu,603,['polish reggae'],22
Limahl,14776,"['italian disco', 'new romantic', 'new wave', 'new wave pop', 'soul christmas']",44
Ivy Pete & His Limbomaniacs,5,[],0
Limbonic Art,10435,"['avantgarde metal', 'black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal', 'viking metal']",24
Lime,10427,"['disco', 'freestyle', 'italian disco', 'post-disco']",44
Limp Bizkit,1666114,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",74
Limp Bizkit,1666114,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",74
"Limpleg, Kia, Lawae, Preach, Bayou Boy",0,[],0
Bob Lind,1175,[],26
Espen Lind,8214,"['classic norwegian pop', 'norwegian pop']",44
Linda Kendrick,8,[],3
Linda Perry,10848,['lilith'],32
Lindsay Pagano,209,[],6
Lingua Franca,403,[],18
Link 80,2786,"['ska', 'ska punk']",22
Linkin Park,7740511,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",87
Linoleum,162,[],2
Ivan Lins,79801,"['bossa nova', 'forro', 'mpb', 'samba', 'world christmas']",50
Cassa Lio,1601,[],30
P. Lion,3148,"['italian disco', 'soul christmas']",34
Lionel Richie,688567,"['adult standards', 'dance pop', 'disco', 'mellow gold', 'motown', 'pop', 'quiet storm', 'soft rock', 'soul christmas']",70
Liquido,15603,[],51
Lisa Lisa & Cult Jam,71355,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm']",48
Lisa Loeb,48460,"['folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock']",47
Lisa Stansfield,143022,"['adult standards', 'dance pop', 'disco', 'new wave pop', 'soft rock']",59
The Listening Pool,18,[],1
Lit,90674,"['alternative rock', 'pop punk', 'pop rock', 'post-grunge']",60
Litfiba,59243,"['italian hip hop', 'italian indie pop', 'italian metal', 'italian pop']",49
Little Angels,3699,[],23
Little Eva,10455,"['brill building pop', 'chicago soul', 'doo-wop', 'merseybeat', 'motown', 'rock-and-roll']",46
Little Feat,100914,"['blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'jam band', 'jazz blues', 'mellow gold', 'modern blues', 'piedmont blues', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",56
Little Eva Harris,10,[],4
Little Richard,250436,"['adult standards', 'blues', 'brill building pop', 'christmas', 'classic rock', 'folk rock', 'jazz blues', 'jazz christmas', 'lounge', 'motown', 'rock', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'soul christmas', 'southern soul']",60
Little River Band,157091,"['album rock', 'australian pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']",59
Little Shop Of Horrors Chorus,43,[],30
Little Texas,98666,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock']",49
Litzy,30035,['latin pop'],54
Liv Kristine,13368,"['gothic metal', 'gothic symphonic metal', 'heavy christmas', 'symphonic metal']",35
Zülfü Livaneli,62210,"['deep turkish rock', 'turkish folk', 'turkish jazz', 'turkish pop', 'turkish rock']",47
Hillsong Worship,746885,"['christian christmas', 'worship']",76
Liverpool Express,1271,[],26
Living Colour,107248,"['alternative metal', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'rap rock', 'rock', 'wrestling']",53
The Living End,40091,"['australian alternative rock', 'australian pop', 'skate punk']",49
Living In A Box,12635,['new wave pop'],39
Liz Phair,41293,"['alternative pop', 'alternative rock', 'candy pop', 'folk', 'folk christmas', 'folk-pop', 'indie christmas', 'lilith', 'lo-fi', 'new wave pop', 'permanent wave', 'pop christmas', 'pop rock', 'singer-songwriter']",49
LL Cool J,455790,"['crunk', 'dance pop', 'dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",65
Dennis Lloyd,35575,['israeli pop'],73
Lloyd Cole and the Commotions,26914,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop']",46
Lluis Llach,27774,"['cantautor', 'catalan folk', 'rock catala']",39
Loso Loaded,7351,['vapor trap'],55
Lobo,59061,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'soft rock', 'soul christmas']",54
Local H,47111,"['alternative metal', 'alternative rock', 'grunge', 'heavy christmas', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",51
Joseph Loduca,3511,['soundtrack'],37
Lisa Loeb,48460,"['folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock']",47
Frank Loesser,617,"['broadway', 'show tunes']",23
Nils Lofgren,22286,"['pub rock', 'roots rock']",43
Ghost Loft,38168,"['gauze pop', 'indie r&b', 'vapor soul']",60
Loggins & Messina,77593,"['album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock']",55
Kenny Loggins,211268,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",70
Lokua Kanza,6457,"['afropop', 'mande pop', 'soukous', 'world']",32
Lolita,7878,[],42
Lollies,6,[],16
LOLLY,66,['k-hop'],24
London Boys,7186,['italian disco'],34
Lone Justice,2762,"['country rock', 'roots rock']",24
Los Lonely Boys,33020,[],48
Lonestar,317137,"['contemporary country', 'country', 'country christmas', 'country road']",60
Lonewolf,1932,"['neo-trad metal', 'nwothm']",24
Longpigs,11599,"['britpop', 'madchester', 'sheffield indie']",36
Lonny Kellner,104,['classic schlager'],13
Lonny Kellner & Rene Carol,1,[],0
Zo,41852,[],61
Looking Glass,13795,[],58
LOOΠΔ,92554,"['dance pop', 'k-pop']",58
Jennifer Lopez,4206658,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",79
Trini Lopez,11114,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",42
Loquillo,94812,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop', 'spanish punk', 'spanish rock']",52
Lord Belial,7559,"['black metal', 'dark black metal', 'pagan black metal', 'swedish metal', 'symphonic black metal', 'viking metal']",20
Lords Of Acid,24790,"['electro-industrial', 'hardcore techno', 'industrial', 'industrial metal', 'industrial rock', 'new beat']",36
Lords Of The New Church,12108,"['gothic rock', 'new wave', 'uk post-punk']",32
Loreena McKennitt,153374,"['celtic', 'celtic christmas', 'new age', 'pop christmas', 'world', 'world christmas']",56
Eddie Toal and Richard Rodgers and Lorenz Hart,1,[],0
Loretta Goggi,4337,['classic italian pop'],40
Loretta Lynn,163716,"['country', 'country christmas', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk']",55
Los Auténticos Decadentes,529197,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",68
Los Cantantes Catolicos,5698,[],39
Los De Adentro,46931,"['colombian rock', 'latin rock', 'rock en espanol', 'vallenato']",44
Los Pescadores Del Rio Conchos,29835,"['deep norteno', 'duranguense', 'latin christmas', 'norteno']",49
Los Fabulosos Cadillacs,903838,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",70
Los Gaiteros de San Jacinto,8226,"['colombian rock', 'cumbia', 'nu-cumbia']",44
Los Hijos De Sanchez,1974,[],30
Los Jaivas,97270,"['andean', 'chilean indie', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion']",52
Los Lagartos,710,[],21
Los Lobos,50652,['roots rock'],56
Los Piojos,235941,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",59
Los Rabanes,24289,"['latin alternative', 'latin rock', 'panamanian pop', 'rock en espanol']",48
Los Temerarios,577416,"['banda', 'grupera', 'nu-cumbia', 'regional mexican']",69
Los Tres,150676,"['chilean indie', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']",58
Los Tres Tristes Tigres,23000,['classic venezuelan pop'],32
Los Umbrellos,681,[],25
Los Visitantes,4278,"['argentine indie', 'argentine rock', 'rock en espanol']",30
Lost & Found Music Studios,10400,[],44
Lost Boyz,61676,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap']",46
Lost Prophets,858,[],8
Lotto King Karl,5046,[],35
Lou Bega,38088,[],64
Lou Gramm,15629,"['album rock', 'mellow gold', 'soft rock']",41
Lou Rawls,47586,"['adult standards', 'chicago soul', 'christmas', 'disco', 'jazz blues', 'jazz christmas', 'lounge', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",50
Lou Reed,602303,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",67
Loudblast,1728,[],14
John Loudermilk,61,[],11
Louis Armstrong,1250814,"['adult standards', 'christmas', 'dixieland', 'jazz', 'jazz blues', 'jazz christmas', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",71
Louise Bush,59,[],59
Louise Tucker,509,[],22
LouKass,420,[],15
ILoveMakonnen,227119,"['pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",64
Love and Rockets,44258,"['dance rock', 'dream pop', 'gothic rock', 'industrial rock', 'neo-psychedelic', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']",44
Love Canal,49,['deep hardcore punk'],0
Darlene Love,18212,"['brill building pop', 'pop christmas']",44
Love Like Blood,3029,"['corrosion', 'dark wave', 'gothic rock']",19
Spread the Message of Love,15,[],2
Love Seed Mama Jump,250,[],9
Love Spit Love,2619,[],26
Lovebugs,1415,['swiss rock'],29
Bill Lovelady,296,[],28
Patty Loveless,98371,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'country rock', 'nashville sound', 'traditional country']",52
The Lovemongers,651,[],19
Loverboy,156239,"['album rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",58
Lyle Lovett,56523,"['alternative country', 'country christmas', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piedmont blues', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",52
The Lovin' Spoonful,99934,"['art rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock-and-roll', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",56
Gary Low,1204,['italian disco'],27
Nick Lowe,35248,"['alternative country', 'art rock', 'british blues', 'country rock', 'folk', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']",47
Charly Lownoise,4275,"['gabba', 'happy hardcore', 'hardcore techno']",39
LSG,150011,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",48
Luba Edlina,17,[],27
Luc Serra,2324,"['focus', 'relaxative']",57
Luca Turilli,30037,"['italian metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",40
Lucas Trio,1,[],0
Tony Lucca,7839,"['acoustic pop', 'deep talent show', 'neo mellow']",35
Lucero,53307,[],48
Lucifugum,399,"['raw black metal', 'slavic metal']",2
Lucky Boys Confusion,8228,['pop punk'],36
Lucy Pearl,37194,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",49
Ludacris,1263100,"['crunk', 'dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",78
Ludwig Hirsch,5639,"['austropop', 'liedermacher']",32
Ludwig Von 88,6668,"['french punk', 'french reggae', 'french rock', 'reggae fusion']",29
Lawrence Lui,167,[],45
Luisa Fernandez,113,[],16
Luiz Bonfá,16140,"['bossa nova', 'brazilian composition', 'cool jazz', 'jazz guitar']",51
Luka Bloom,7317,"['celtic christmas', 'folk christmas']",34
Lulu,23997,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']",47
Lulu And The Luvvers,1838,[],31
Edwin Luna y La Trakalosa de Monterrey,442463,"['banda', 'regional mexican', 'regional mexican pop']",68
Edwin Luna y La Trakalosa de Monterrey,442463,"['banda', 'regional mexican', 'regional mexican pop']",68
LUNA SEA,23750,"['j-metal', 'j-rock', 'oshare kei', 'visual kei']",38
Lunar Aurora,4876,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'pagan black metal', 'voidgaze']",20
Luniz,57762,"['g funk', 'gangster rap', 'hyphy', 'west coast rap']",60
Lupus,548,[],14
Luscious Jackson,16873,"['alternative pop', 'lilith']",42
Luca Lush,17760,['vapor twitch'],55
Luther Vandross,539831,"['classic funk rock', 'dance pop', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'soul christmas', 'urban contemporary']",65
Lutricia McNeal,4276,[],43
Lutz Landers,2,[],0
Bobby Luv,111,[],39
Lux Occulta,753,[],3
Lyane Hegemann,20,[],6
Lycia,5337,"['dark wave', 'ethereal wave', 'gothic rock', 'medieval folk', 'neoclassical', 'neofolk']",25
Lyle Lovett,56523,"['alternative country', 'country christmas', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piedmont blues', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",52
Lynn Anderson,33263,"['country christmas', 'country gospel', 'nashville sound', 'traditional country']",46
Vera Lynn,19809,"['adult standards', 'cabaret', 'christmas', 'easy listening', 'lounge', 'swing', 'vocal jazz']",49
Jeff Lynne,34116,['glam rock'],41
Lynyrd Skynyrd,1140595,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'heavy christmas', 'mellow gold', 'rock', 'southern rock']",75
Dana Lyons,237,[],23
Lys Assia,587,"['classic schlager', 'schlager']",25
LFO,15391,[],48
V I C I M,3,[],0
C l i m a t e,21,[],9
M People,46525,"['dance pop', 'dance rock', 'disco', 'disco house', 'europop', 'hip house', 'new romantic', 'new wave pop', 'vocal house']",53
M A E S T R O,2627,[],39
MC Sar & The Real McCoy,87,"['eurodance', 'hip house']",7
M.O.P.,74367,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",58
M2M,79523,"['candy pop', 'dance pop', 'europop', 'pop rock']",52
Maanam,15241,"['polish pop', 'polish punk']",46
Maarja,819,['estonian pop'],24
Mac Band,674,[],23
Mac Davis,9067,"['bubblegum pop', 'nashville sound', 'traditional country']",38
Madame Macabre,6886,"['antiviral pop', 'otacore']",38
The Macc Lads,4268,"['oi', 'punk christmas']",30
Ewan MacColl,3064,"['british folk', 'celtic', 'folk', 'irish folk', 'traditional british folk', 'traditional folk']",29
Kirsty MacColl,21308,['new wave pop'],50
Michael MacDonald,15,[],0
Machine Head,401033,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'speed metal']",65
Machines Of Loving Grace,3914,"['industrial metal', 'industrial rock']",27
Enrico Macias,13812,[],42
Mack 10,141027,"['chicano rap', 'crunk', 'dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']",56
Mack David,67,"['movie tunes', 'tin pan alley']",34
Macy Gray,264289,"['neo soul', 'pop christmas', 'pop rock', 'soul', 'soul christmas']",64
Mad Caddies,52788,"['melodic hardcore', 'punk', 'ska', 'ska punk', 'skate punk']",49
Mad Dog Loose,123,[],6
Mad Season,132978,"['alternative metal', 'alternative rock', 'blues-rock', 'grunge', 'nu metal', 'post-grunge', 'rock']",52
Madness,243416,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'ska', 'ska revival']",62
Madonna,2061745,"['dance pop', 'europop', 'pop', 'pop rock']",77
Madredeus,39587,"['fado', 'portuguese rock']",44
Clara Mae,7329,[],65
Maestro Fresh Wes,1411,[],28
Peter Maffay,56951,"['deep german pop rock', 'german pop', 'german pop rock', 'liedermacher', 'schlager']",57
Magazine,24256,"['alternative rock', 'art rock', 'dance rock', 'dream pop', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'industrial rock', 'neo-psychedelic', 'new romantic', 'new wave', 'no wave', 'post-punk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues', 'uk post-punk']",43
Maggie Mae,43,[],1
Maggies Farm,16,[],0
Magic Affair,8056,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",41
Magnapop,1826,"['alternative pop', 'power-pop punk', 'punk christmas']",22
Magnum,25154,"['album rock', 'glam metal', 'hard rock', 'melodic hard rock']",46
Mai Tai,1205,[],25
Tim Maia,359858,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba']",59
Main Concept,5733,"['german hip hop', 'indie deutschrap', 'reggae fusion']",31
Main Source,17035,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",38
Sheila Majid,8071,"['indonesian pop', 'malaysian pop']",41
2Pac,3717485,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",82
Harvey Malaiholo,1552,[],18
Malaysia Vasudevan,1103,"['deep indian pop', 'filmi']",23
Malcolm Roberts,426,[],16
Maldita Vecindad Y Los Hijos Del 5to. Patio,276357,"['latin alternative', 'latin rock', 'rock en espanol']",59
Six male Hanunóo pandaniwan,0,[],0
Malevolent Creation,23615,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'groove metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",32
Bessi Malfa,0,[],0
Malgoni,0,[],1
Mallet,64,[],2
Siw Malmkvist,8051,"['barnmusik', 'vintage swedish pop']",39
Yngwie Malmsteen,137011,"['album rock', 'glam metal', 'hard rock', 'instrumental rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'swedish hard rock']",52
The Mamas & The Papas,320617,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",65
The Mamas & The Papas,320617,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",65
The Mamas & The Papas,320617,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",65
Mamonas Assassinas,439961,['rock gaucho'],58
Manatark,54,[],0
Manau,24919,['french hip hop'],47
Manbreak,91,[],6
Melissa Manchester,30100,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']",43
Barış Manço,181178,['turkish rock'],56
Johnny Mandel,706,[],30
Gaston Mandeville,818,['quebecois'],25
Barbara Mandrell,49058,"['country', 'country christmas', 'country gospel', 'nashville sound', 'outlaw country', 'traditional country']",40
Mandy Moore,222178,"['dance pop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'post-teen pop']",68
