title,followers_count,genres,popularity
Mandy Moore,222178,"['dance pop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'post-teen pop']",68
Mandy Winter,31,[],0
Manfred Mann,80929,"['art rock', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",53
Manfred Mann's Earth Band,91687,"['album rock', 'art rock', 'british blues', 'hard rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",57
Manfred Maurenbrecher,195,['liedermacher'],9
Manfred Morgan,25,[],5
Mango Groove,3428,"['african rock', 'afropop']",26
The Manhattan Transfer,24730,"['a cappella', 'adult standards', 'jazz christmas', 'vocal jazz']",46
The Manhattans,117577,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",53
Manic Street Preachers,219780,"['alternative rock', 'britpop', 'dance rock', 'electronic', 'indie christmas', 'indie rock', 'madchester', 'modern rock', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'welsh rock']",60
Manilla Road,8041,"['doom metal', 'metal', 'neo-trad metal', 'nwobhm', 'nwothm', 'speed metal', 'thrash metal']",29
Barry Manilow,228993,"['adult standards', 'bubblegum pop', 'christmas', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock']",63
All Mankind,1330,[],24
Aimee Mann,86240,"['alternative pop', 'anti-folk', 'folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop christmas', 'pop rock', 'singer-songwriter']",53
Barry Mann,1377,"['brill building pop', 'doo-wop']",33
Billy Mann,26358,[],1
Fiorella Mannoia,80704,"['italian arena pop', 'italian pop']",56
Mano Negra,89003,"['latin alternative', 'rock en espanol']",51
Manowar,250935,"['hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']",56
Mansun,20338,"['britpop', 'madchester']",41
Electric Mantis,20967,['vapor twitch'],54
Manu Chao,648400,"['latin alternative', 'world']",69
Lin-Manuel Miranda,93800,['show tunes'],79
Manuel B,4,[],2
Manuela,2016,"['schlager', 'volksmusik']",36
Manuela & Wolfgang,0,[],0
Mara Kayser,1959,"['schlager', 'volksmusik']",29
Marc Almond,21205,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",42
Marc-André Hamelin,3186,['classical piano'],33
Marc Anthony,2009167,"['latin', 'latin christmas', 'latin pop', 'salsa', 'tropical']",78
Marc Cohn,33024,['mellow gold'],57
The Marcels,10374,"['brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",44
Marco Borsato,183223,['dutch pop'],65
Marco M,5,[],0
Marco Masini,40477,"['italian arena pop', 'italian pop']",51
Marcy Playground,103373,"['alternative rock', 'pop christmas', 'pop rock', 'post-grunge']",56
Marduk,54670,"['black metal', 'black thrash', 'dark black metal', 'death metal', 'metal', 'pagan black metal', 'swedish metal', 'symphonic black metal', 'technical death metal', 'viking metal']",43
Margot Eskens,693,"['classic schlager', 'schlager']",20
Margot Werner,142,[],11
Maria Magdalena,143,[],16
Maria Mathis,4,[],0
Maria McKee,8318,[],45
Maria Vidal,469,[],25
Mariah Carey,2765194,"['dance pop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary']",77
Marianne & Michael,562,['volksmusik'],17
Marianne Faithfull,48914,"['art rock', 'british invasion', 'cabaret', 'folk', 'folk rock', 'singer-songwriter']",53
Marianne Rosenberg,13713,"['german pop', 'schlager']",47
Marie Myriam,1428,[],29
Marie Osmond,8295,"['bubblegum pop', 'country christmas']",34
Sonja Marie,245,[],18
Teena Marie,154474,"['classic funk rock', 'disco', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",52
Marietta,6749,"['alternative emo', 'emo']",38
Marillion,138135,"['album rock', 'art rock', 'neo-progressive', 'progressive rock', 'soft rock', 'symphonic rock']",58
Marilyn Manson,1386554,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'wrestling']",74
Marilyn Monroe,60509,['cabaret'],45
Mario Mendez,2,[],0
Mario Vogt,2,[],0
Marion Meadows,12667,"['jazz christmas', 'smooth jazz']",44
Marjo,4127,"['chanson quebecois', 'quebecois']",33
Oh Hi Mark,2,[],0
Mark &apos;oh Vs. John Davies,8,[],0
Mark Owen,8650,['boy band'],27
Kenny Marks,882,['deep christian rock'],15
Markus Schulz,138700,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",54
Marky Mark And The Funky Bunch,25899,[],45
Marlene Dietrich,20756,['cabaret'],39
Bob Marley & The Wailers,4616895,"['reggae', 'roots reggae']",81
Ziggy Marley,487059,"['reggae', 'roots reggae']",64
Marley's Ghost,340,[],11
Maroon 5,10189448,"['pop', 'pop christmas']",89
Werner Marschall,1,[],0
Amanda Marshall,14752,"['canadian pop', 'lilith']",40
Paolo Martella,29,[],0
Martha Reeves & The Vandellas,104880,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']",60
Marti Webb,949,[],32
Martika,39353,['new wave pop'],49
Billie Ray Martin,1580,['deep progressive trance'],30
Dean Martin,433556,"['adult standards', 'christmas', 'easy listening', 'lounge', 'vocal jazz']",67
Keith Martin,1629,[],29
Martin Mann,46,[],5
Marilyn Martin,598,[],43
Ricky Martin,2717091,"['dance pop', 'latin', 'latin christmas', 'latin pop', 'pop', 'pop christmas', 'tropical']",77
Martina McBride,352876,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road', 'pop christmas']",59
Wink Martindale,247,['deep adult standards'],21
Martinelli,458,['italian disco'],25
Idelle Martinez,9,[],3
Nancy Martinez,1193,['freestyle'],18
Martini Ranch,201,"['deep new wave', 'zolo']",6
Carla Martinis,6,[],5
Bruno Martino,1701,[],28
Sandy Marton,1101,['italian disco'],26
John Martyn,54319,"['british folk', 'chamber pop', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",52
Marusha,5825,[],26
Marvelous 3,2938,['grunge pop'],33
Marvin Gaye,1955711,"['classic funk rock', 'disco', 'funk', 'jazz blues', 'motown', 'quiet storm', 'soul', 'soul christmas']",76
Marvin Gaye,1955711,"['classic funk rock', 'disco', 'funk', 'jazz blues', 'motown', 'quiet storm', 'soul', 'soul christmas']",76
Mary J. Blige,1247355,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72
Mary Black,16791,"['celtic', 'folk', 'irish folk']",48
Mary Chapin Carpenter,51828,"['contemporary country', 'country', 'country christmas', 'folk', 'folk christmas', 'lilith', 'mellow gold', 'traditional folk']",48
Mary Hopkin,7702,['merseybeat'],38
Mary J. Blige,1247355,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72
Mary J Blidge,1783,[],17
Mary J. Blige,1247355,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72
Mary J. Blige,1247355,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72
Mary Roos,2996,['schlager'],30
Mase,192060,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",68
Mase,192060,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",68
M.O.P.,74367,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",58
Barry Mason,51,[],7
Dave Mason,34377,"['art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",44
Mila Mason,740,"['country dawn', 'deep contemporary country']",8
Masque,48,[],4
Masquerade,9,[],8
Mass Hysteria,16713,"['french rock', 'neo metal']",36
Massacra,2890,['death metal'],14
Massive Attack,844631,"['big beat', 'downtempo', 'electronic', 'trip hop']",67
Master P,241913,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",56
Master P,241913,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",56
Masterboy,17250,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",50
Master's Hammer,3753,[],16
Rick Masters,1,[],0
Matchbox Twenty,787452,"['neo mellow', 'pop rock', 'post-grunge']",70
Matchbox Twenty,787452,"['neo mellow', 'pop rock', 'post-grunge']",70
Matchbox Twenty,787452,"['neo mellow', 'pop rock', 'post-grunge']",70
Material Issue,3533,"['jangle pop', 'power pop', 'underground power pop']",28
Mireille Mathieu,20546,"['cabaret', 'chanson', 'world christmas']",45
Johnny Mathis,83921,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'soft rock', 'vocal jazz']",56
Mathou,315,[],25
Matia Bazar,14440,"['classic italian pop', 'italian pop']",44
Matmatah,53741,"['chanson', 'french reggae', 'french rock', 'reggae fusion']",49
Matt Bianco,18194,"['new romantic', 'new wave pop']",45
Kathy Mattea,29554,"['contemporary country', 'country', 'country christmas', 'nashville sound']",39
Matthew Good Band,31962,['canadian indie'],45
Matthew Wilder,5550,[],58
Wendy Matthews,10655,['australian pop'],38
Matthias Reim,42606,"['discofox', 'europop', 'german pop', 'german pop rock', 'schlager']",57
Mau y Ricky,50285,[],72
Brad Maule,8,[],0
Maurane,7320,"['chanson', 'french pop']",35
Maurice Williams & The Zodiacs,6499,['doo-wop'],44
The Mavericks,44992,"['country christmas', 'nashville sound', 'traditional country']",50
mavisakal,13841,"['deep turkish rock', 'turkish alternative', 'turkish metal', 'turkish rock']",29
MAX,229000,"['post-teen pop', 'viral pop']",75
Max Greger,1962,"['ballroom', 'easy listening']",30
Max Him,1336,['italian disco'],25
Max Q,1193,[],18
Max Webster,5207,['canadian indie'],29
Max Werner,281,[],26
Maxwell,565192,"['neo soul', 'quiet storm', 'urban contemporary']",61
Maxx,8328,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']",44
Memphis May Fire,335379,"['melodic metalcore', 'metalcore', 'post-screamo', 'rap metal', 'screamo']",59
Brian May,43855,['glam rock'],42
Adistya Mayangsari,2,[],0
Curtis Mayfield,388307,"['chicago soul', 'classic funk rock', 'deep funk', 'disco', 'funk', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'soul blues', 'southern soul']",62
Mayhem,8413,[],46
Maywood,3136,"[""traditional rock 'n roll""]",37
Kym Mazelle,435,[],34
Mazzy Star,215488,"['dream pop', 'melancholia', 'shoegaze', 'singer-songwriter', 'slow core']",61
Adonis MC,1222,['cubaton'],33
MC Erik & Barbara,181,[],11
MC Hammer,143121,"['hip house', 'rap']",60
MC Lyte,90390,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'rap']",51
Mc Solaar,91247,['french hip hop'],55
Martina McBride,352876,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road', 'pop christmas']",59
Edwin McCain,75570,"['acoustic pop', 'neo mellow', 'pop rock']",59
Lila McCann,16557,"['contemporary country', 'country', 'country christmas', 'country dawn']",32
Paul McCartney,1355471,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'pop christmas', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74
Delbert McClinton,16780,"['acoustic blues', 'blues-rock', 'country blues', 'electric blues', 'harmonica blues', 'memphis blues', 'modern blues', 'outlaw country', 'piedmont blues', 'roots rock', 'soul blues', 'southern rock', 'swamp blues', 'texas blues']",43
Marilyn McCoo,612,[],26
Andy McCoy,2036,"['sleaze rock', 'swedish hard rock']",19
Neal McCoy,98084,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'redneck', 'traditional country']",53
The McCoys,7183,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",41
George McCrae,24527,"['disco', 'motown', 'post-disco']",50
Paul McCrane,499,[],36
Mindy McCready,67272,"['contemporary country', 'country', 'country dawn']",37
Ian McCulloch,4684,"['madchester', 'new wave']",31
John McCutcheon,1241,"['contemporary folk', 'folk christmas']",19
John McDermott,2236,[],31
Paul McDermott,102,[],0
Steve McDonald,663,[],34
Reba McEntire,529368,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country gospel', 'nashville sound', 'traditional country']",61
Eleanor McEvoy,3061,[],36
Maureen McGovern,8581,['cabaret'],34
Tim McGraw,1921098,"['contemporary country', 'country', 'country road']",76
Barry McGuire,7043,"['bubblegum pop', 'folk christmas', 'folk rock']",41
Michael McGuire,0,[],1
Loreena McKennitt,153374,"['celtic', 'celtic christmas', 'new age', 'pop christmas', 'world', 'world christmas']",56
Loreena McKennitt,153374,"['celtic', 'celtic christmas', 'new age', 'pop christmas', 'world', 'world christmas']",56
Scott McKenzie,17824,"['bubblegum pop', 'folk rock']",53
Arlo McKinley,1111,[],27
Brian McKnight,428146,"['dance pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",64
Sarah McLachlan,300465,"['canadian pop', 'ectofolk', 'folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop christmas', 'pop rock', 'singer-songwriter']",63
Malcolm McLaren,10249,"['dance rock', 'new romantic']",41
Don McLean,174160,"['folk', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",64
Holly McNarland,1778,"['canadian indie', 'lilith']",24
Lutricia McNeal,4276,[],43
Clyde McPhatter,8357,"['brill building pop', 'chicago soul', 'doo-wop', 'jazz blues', 'jump blues', 'new orleans blues', 'northern soul', 'rock-and-roll', 'rockabilly', 'soul blues', 'southern soul']",42
TSgt Jonathan McPherson,0,[],0
Carmen McRae,29776,"['adult standards', 'cabaret', 'christmas', 'cool jazz', 'jazz', 'jazz blues', 'jazz christmas', 'lounge', 'stride', 'vocal jazz']",49
Christine McVie,12090,"['mellow gold', 'soft rock']",40
John McVie,69,[],17
MD.45,2026,"['metal', 'speed metal', 'thrash metal']",15
MDK,29891,['tracestep'],50
Bring Me The Horizon,1734811,"['alternative metal', 'melodic metalcore', 'metalcore', 'pop punk', 'rap metal', 'screamo']",75
Mean Green,45,[],0
Meat Beat Manifesto,11967,"['acid house', 'big beat', 'drill and bass', 'electro-industrial', 'electronic', 'experimental', 'hardcore techno', 'industrial', 'industrial metal', 'industrial rock', 'intelligent dance music']",34
Meat Loaf,251775,"['album rock', 'mellow gold', 'rock', 'soft rock']",63
Meat Puppets,64978,"['alternative rock', 'experimental rock', 'funk rock', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'noise rock', 'post-hardcore', 'post-punk', 'punk', 'rock']",48
Shakira Mebarak,4576,[],13
Mecano,382476,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",65
Glenn Medeiros,12873,[],48
Old Crow Medicine Show,209121,"['alternative country', 'bluegrass', 'folk', 'jam band', 'new americana', 'old-time', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']",59
Medium Terzett,91,['classic schlager'],6
Bill Medley,10235,[],60
David Meece,5152,"['christian christmas', 'christian music', 'deep christian rock']",26
Mega City Four,1459,[],12
Megadeth,1305924,"['album rock', 'alternative metal', 'classic rock', 'groove metal', 'hard rock', 'metal', 'nu metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",70
Meggy Z,496,[],14
Meja,4482,[],42
Mekado,236,['classic eurovision'],31
Mekong Delta,2673,"['german metal', 'speed metal', 'thrash metal']",16
Mel & Kim,1197,"['new wave pop', 'pop christmas', 'soul christmas']",35
Mel Brooks,3062,"['broadway', 'comic', 'hollywood', 'show tunes']",42
Mel Jersey,104,[],7
Mel Tormé,47270,"['adult standards', 'big band', 'cabaret', 'christmas', 'cool jazz', 'easy listening', 'jazz', 'jazz blues', 'jazz christmas', 'lounge', 'stride', 'swing', 'vocal jazz']",52
Melanie Martinez,2644217,"['pop', 'teen pop']",74
Mel B,25566,['europop'],33
Melanie C,85398,"['bubblegum dance', 'dance pop', 'europop']",55
Mel B,25566,['europop'],33
Melanie Safka,8411,[],28
Melissa Helser,8866,"['deep ccm', 'worship']",58
Melissa Etheridge,121411,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",54
John Mellencamp,283964,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'pop christmas', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",67
John Mellencamp,283964,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'pop christmas', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",67
Memes,1426,[],12
Memphis Bleek,76863,"['crunk', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",47
Men At Work,270950,"['album rock', 'australian alternative rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",68
The Men,13346,"['brooklyn indie', 'dance-punk', 'freak folk', 'garage psych', 'gbvfi', 'indie punk', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore', 'preverb']",40
